OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Avkjørsel, holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker;Kurvatur, horisontal;Kurvatur, stigning;Søknadstype;Svingkategori;Vurdering
711671065;Bolig;202424197-2;29.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=567997;Utvidet bruk;03.04.2024;03.04.2027;;Privat;Privat;POINT(258725.703 6993169.819);Midtre Gauldal;5027;FV6574 S1D1 m7312;100.0;10.0;80.0;Lite streng;E - Lokale adkomstveger;17;0;-310.0;-8.6;Utvidet bruk;Krapp sving;Enkel
711294759;Bolig;202216018-2;30.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2113505&VerID=1932726;Utvidet bruk;27.04.2022;;;Privat;Privat;POINT(260385.584 6993206.262);Midtre Gauldal;5027;FV6560 S1D1 m1944;359.0;16.0;50.0;Mindre streng;D - Lokale samleveger;8;0;177.0;8.0;Utvidet bruk;Krapp sving;
619169260;Bolig;202425779-2;12.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569604;Endret bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(250793.449 7004343.78);Melhus;5028;FV6492 S2D1 m4111;492.0;7.0;80.0;Mindre streng;D - Lokale samleveger;8;2;1042.0;-1.2;Endret bruk;Veldig slak sving (svingradius 1042.0m);
1024535726;Industri;202525091;04.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623087#;Midlertidig tillatelse;07.06.2025;31.10.2025;;Privat;Privat;POINT(259651.791 7006641.004);Melhus;5028;FV6492 S1D1 m136;1500.0;8.0;50.0;Mindre streng;D - Lokale samleveger;5;4;-151.0;-3.8;Midlertidig tillatelse;Krapp sving;
1024537123;Skole/Barnehage;202525270;18.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623266#;Varig tillatelse;25.06.2025;25.06.2028;;Privat;Privat;POINT(246422.416 7008626.642);Melhus;5028;FV6492 S3D1 m2660;628.0;8.0;40.0;Mindre streng;D - Lokale samleveger;7;1;790.0;-1.1;Varig tillatelse;Slak sving (svingradius 790.0m);
1016573955;Hytte;202125944-6;06.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2341042&VerID=2147524;Utvidet bruk;10.10.2022;;;Privat;Privat;POINT(262254.492 7009618.753);Melhus;5028;FV6584 S1D1 m2421;1020.0;16.0;50.0;Lite streng;E - Lokale adkomstveger;9;0;99999.0;7.3;Utvidet bruk;Rett veg;
1015964929;Bolig;202219005-2;09.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2154183&VerID=1970164;Utvidet bruk;03.06.2022;;;Privat;Privat;POINT(262260.232 7009623.005);Melhus;5028;FV6584 S1D1 m2421;1020.0;16.0;50.0;Lite streng;E - Lokale adkomstveger;9;0;99999.0;7.3;Utvidet bruk;Rett veg;
619169350;Bolig;202219693-2;16.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2160554&VerID=1975926;Utvidet bruk;13.06.2022;;;Privat;Privat;POINT(245636.347 7009674.796);Melhus;5028;FV6492 S3D1 m4114;450.0;10.0;80.0;Mindre streng;D - Lokale samleveger;10;0;435.0;-1.4;Utvidet bruk;Krapp sving;
712164607;Bolig;202208652-2;25.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024775&VerID=1849721;Utvidet bruk;23.02.2022;;;Privat;Privat;POINT(262105.767 7010111.941);Melhus;5028;FV6584 S1D1 m1058;1020.0;16.0;50.0;Lite streng;E - Lokale adkomstveger;22;0;99999.0;0.9;Utvidet bruk;Rett veg;
719070785;Bolig;202410477-2;18.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=554242;Utvidet bruk;28.02.2024;28.02.2027;;Privat;Privat;POINT(266993.149 7015854.976);Melhus;5028;FV6598 S1D1 m1664;300.0;7.0;50.0;Lite streng;E - Lokale adkomstveger;9;0;1046.0;3.1;Utvidet bruk;Veldig slak sving (svingradius 1046.0m);
716506620;Skog/skogbruk;202540333;09.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874;Midlertidig tillatelse;24.09.2025;01.01.2026;;Privat;Privat;POINT(266615.379 7016896.338);Melhus;5028;FV6594 S1D1 m3564;703.0;9.0;60.0;Streng;C - Lokale hovedveger;7;4;398.0;8.9;Midlertidig tillatelse;Krapp sving;
712146657;Bolig;202425670-2;11.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569495;Utvidet bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(262674.723 7016934.446);Melhus;5028;FV6578 S1D1 m1718;109.0;8.0;60.0;Lite streng;E - Lokale adkomstveger;13;0;431.0;-1.0;Utvidet bruk;Krapp sving;
716506627;Bolig;202208740-2;25.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024785&VerID=1849730;Utvidet bruk;24.02.2022;;;Privat;Privat;POINT(267550.59 7017507.651);Melhus;5028;FV6594 S1D1 m4793;703.0;9.0;60.0;Streng;C - Lokale hovedveger;9;3;99999.0;0.1;Utvidet bruk;Rett veg;
719072355;Service;202145163;22.12.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2425141&VerID=2224655;Utvidet bruk;09.01.2023;;;Kommune;Kommune;POINT(264173.937 7017988.452);Melhus;5028;FV6600 S1D1 m26;343.0;14.0;60.0;Lite streng;E - Lokale adkomstveger;5;0;99999.0;3.2;Utvidet bruk;Rett veg;
719342382;Forretning;202237346-2;22.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2340413&VerID=2146930;Utvidet bruk;07.10.2022;;;Privat;Privat;POINT(262749.234 7019524.736);Melhus;5028;FV6618 S1D1 m65;594.0;21.0;40.0;Lite streng;E - Lokale adkomstveger;12;1;-845.0;1.9;Utvidet bruk;Slak sving (svingradius 845.0m);
1019887680;Bolig;202443180-2;26.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587126;Avslag;20.09.2024;20.09.2027;;;;POINT(263534.705 7023356.845);Melhus;5028;FV6612 S1D1 m1160;1110.0;16.0;40.0;Streng;C - Lokale hovedveger;11;7;99999.0;2.9;Varig tillatelse;Rett veg;
716024713;Gardsbruk;202233956-2;30.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2283089&VerID=2092363;Utvidet bruk;07.09.2022;;;Privat;Privat;POINT(260618.761 7025817.447);Melhus;5028;FV708 S1D1 m2626;1200.0;22.0;60.0;Streng;C - Lokale hovedveger;6;4;99999.0;2.8;Utvidet bruk;Rett veg;
1017175666;Bolig;202242130-2;03.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398929&VerID=2200718;Varig tillatelse;08.12.2022;08.12.2025;;Privat;Privat;POINT(265943.729 7026795.368);Melhus;5028;FV6616 S1D1 m2864;1200.0;7.0;50.0;Lite streng;E - Lokale adkomstveger;14;1;-528.0;0.4;Varig tillatelse;Slak sving (svingradius 528.0m);
719074224;Service;202246018;11.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3551223&VerID=3345922;Varig tillatelse;06.10.2025;06.10.2028;;Kommune;Kommune;POINT(265047.719 7026941.523);Melhus;5028;FV6608 S1D1 m1923;727.0;9.0;60.0;Streng;C - Lokale hovedveger;15;1;99999.0;-0.3;Varig tillatelse;Rett veg;
1015417589;Bolig;202211501-2;16.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2054751&VerID=1877225;Varig tillatelse;05.04.2022;05.04.2022;Ikke bygget innen fristen;Privat;Privat;POINT(261554.693 7027905.869);Melhus;5028;FV6604 S1D1 m3676;900.0;2.0;60.0;Lite streng;E - Lokale adkomstveger;8;2;99999.0;-3.7;Varig tillatelse;Rett veg;
716024770;Bolig;202409654-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2939954&VerID=2752471;Endret bruk;14.02.2024;14.02.2027;;Privat;Privat;POINT(255559.23 7020847.402);Skaun;5029;FV708 S2D1 m2123;1630.0;9.0;50.0;Streng;C - Lokale hovedveger;5;9;-75.0;0.4;Endret bruk;Krapp sving;
1016404693;Bolig;202230127-3;12.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2317403&VerID=2124918;Varig tillatelse;27.09.2022;27.09.2025;;Privat;Privat;POINT(250953.989 7022519.216);Skaun;5029;FV6626 S1D1 m9966;160.0;11.0;60.0;Lite streng;E - Lokale adkomstveger;13;3;99999.0;-0.2;Varig tillatelse;Rett veg;
719818936;Bolig;202239845-2;11.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2367441&VerID=2171823;Utvidet bruk;07.11.2022;;;Privat;Privat;POINT(258345.303 7024060.005);Skaun;5029;FV6646 S1D1 m5673;451.0;4.0;60.0;Streng;C - Lokale hovedveger;10;1;-393.0;7.7;Utvidet bruk;Krapp sving;
1017513815;Bolig;202311657-2;28.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2488511&VerID=2283505;Varig tillatelse;08.03.2023;08.03.2026;Avkjørselstillatelsen forutsetter at eksisterende avkjørsel til gbnr.  9/69, 9 meter lengre øst, stenges.;Privat;Privat;POINT(258171.105 7029316.962);Skaun;5029;FV800 S2D1 m3001;886.0;11.0;40.0;Streng;C - Lokale hovedveger;17;15;99999.0;0.0;Varig tillatelse;Rett veg;
719460544;Gardsbruk;202429778-2;22.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573658;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(252042.976 7031117.177);Skaun;5029;FV6634 S1D1 m4622;707.0;10.0;50.0;Lite streng;E - Lokale adkomstveger;9;0;-92.0;-10.2;Utvidet bruk;Krapp sving;
1024480013;Bolig;202524260;03.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622256#;Utvidet bruk;12.06.2025;;;Privat;Privat;POINT(252860.611 7031977.622);Skaun;5029;FV6638 S1D1 m2754;679.0;6.0;50.0;Lite streng;E - Lokale adkomstveger;13;1;99999.0;-8.1;Utvidet bruk;Rett veg;
1018331967;;202518274-6;08.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616202;Varig tillatelse;28.04.2025;28.04.2028;;Privat;Privat;POINT(252860.499 7031977.771);Skaun;5029;FV6638 S1D1 m2754;679.0;6.0;50.0;Lite streng;E - Lokale adkomstveger;13;1;99999.0;-8.1;Varig tillatelse;Rett veg;
719461991;Industri;202509642-2;11.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=607527;Utvidet bruk;24.02.2025;24.02.2028;;Privat;Privat;POINT(248782.463 7034186.258);Skaun;5029;FV800 S3D1 m5236;1200.0;9.0;60.0;Streng;C - Lokale hovedveger;13;13;325.0;-0.2;Utvidet bruk;Krapp sving;
721319093;Industri;202236274-2;14.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2345685&VerID=2151701;Utvidet bruk;17.10.2022;;;Privat;Privat;POINT(283023.113 7036683.011);Malvik;5031;FV6670 S1D1 m6611;550.0;10.0;80.0;Mindre streng;D - Lokale samleveger;10;1;209.0;8.4;Utvidet bruk;Krapp sving;
721319057;Bolig;202211506-3;28.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2107335&VerID=1926856;Utvidet bruk;22.04.2022;;;Privat;Privat;POINT(283731.54 7039296.458);Malvik;5031;FV6670 S1D1 m2668;600.0;10.0;50.0;Mindre streng;D - Lokale samleveger;11;1;937.0;2.4;Utvidet bruk;Slak sving (svingradius 937.0m);
1015227486;;202210213-2;26.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024685&VerID=1849640;Midlertidig tillatelse;10.02.2022;28.02.2022;;Privat;Privat;POINT(281928.843 7039755.933);Malvik;5031;FV6672 S2D1 m2939;655.0;4.0;80.0;Streng;C - Lokale hovedveger;11;1;-830.0;4.7;Midlertidig tillatelse;Slak sving (svingradius 830.0m);
1018462284;Service;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282054.151 7039940.829);Malvik;5031;FV6706 S1D1 m1905;1200.0;12.0;60.0;Streng;B - Regionale hovedveger;14;3;99999.0;-0.4;Midlertidig tillatelse;Rett veg;
1015965835;Industri;202216644-2;07.04.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=441802;Midlertidig tillatelse;30.05.2022;31.12.2024;;Privat;Privat;POINT(281715.87 7039993.327);Malvik;5031;FV6672 S2D1 m2608;655.0;4.0;80.0;Streng;C - Lokale hovedveger;12;1;-124.0;-2.9;Midlertidig tillatelse;Krapp sving;
1015965828;Industri;202216644-5;07.04.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=441802;Midlertidig tillatelse;30.05.2022;31.12.2024;;Privat;Privat;POINT(281447.596 7040025.274);Malvik;5031;FV6672 S2D1 m2241;655.0;4.0;80.0;Streng;C - Lokale hovedveger;10;2;-52.0;3.8;Midlertidig tillatelse;Krapp sving;
1024479764;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281709.222 7040046.681);Malvik;5031;FV6672 S2D1 m2556;655.0;4.0;80.0;Streng;C - Lokale hovedveger;12;1;77.0;-1.2;Midlertidig tillatelse;Krapp sving;
721361571;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Privat;Privat;POINT(281416.477 7040049.648);Malvik;5031;FV6672 S2D1 m2200;655.0;4.0;80.0;Streng;C - Lokale hovedveger;10;2;-52.0;3.8;Midlertidig tillatelse;Krapp sving;
1024479975;Industri;202522039;19.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=619988;Midlertidig tillatelse;11.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281423.241 7040125.776);Malvik;5031;FV6672 S2D1 m2126;655.0;4.0;80.0;Streng;C - Lokale hovedveger;8;3;-76.0;0.4;Midlertidig tillatelse;Krapp sving;
1018462277;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282075.2 7040247.962);Malvik;5031;FV6706 S1D1 m1575;3100.0;10.0;60.0;Streng;B - Regionale hovedveger;16;3;162.0;2.6;Midlertidig tillatelse;Krapp sving;
1018462267;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282064.538 7040251.104);Malvik;5031;FV6706 S1D1 m1578;3100.0;10.0;60.0;Streng;B - Regionale hovedveger;16;3;162.0;2.6;Midlertidig tillatelse;Krapp sving;
1017517688;Dyrkamark/jordbruk;202123672-5;10.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2480532&VerID=2276100;Midlertidig tillatelse;02.03.2023;01.05.2023;;Privat;Privat;POINT(284537.081 7040788.23);Malvik;5031;FV6670 S1D1 m908;600.0;10.0;50.0;Mindre streng;D - Lokale samleveger;9;3;99999.0;5.0;Midlertidig tillatelse;Rett veg;
723189404;Bolig;202341611-2;05.11.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=514431;Endret bruk;10.11.2023;;;Privat;Privat;POINT(285238.35 7041149.706);Malvik;5031;FV950 S2D1 m6213;4830.0;7.0;50.0;Streng;B - Regionale hovedveger;10;13;560.0;-1.0;Endret bruk;Slak sving (svingradius 560.0m);
1019158474;Bolig;202344503-3;05.12.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=517368#:~:text=Avkj%C3%B8rsel%20%2D%202/134-,Sak%3A%20202344503,-F%C3%B8lg;Endret bruk;08.05.2024;08.05.2027;;Privat;Privat;POINT(280782.785 7041180.377);Malvik;5031;FV6672 S2D1 m668;655.0;4.0;40.0;Streng;C - Lokale hovedveger;13;10;341.0;1.8;Endret bruk;Krapp sving;
723189407;Bolig;202218597-2;03.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2125579&VerID=1943874;Midlertidig tillatelse;07.07.2022;31.01.2024;;;;POINT(284979.64 7041220.857);Malvik;5031;FV950 S2D1 m5946;4830.0;7.0;50.0;Streng;B - Regionale hovedveger;11;9;99999.0;-1.0;Midlertidig tillatelse;Rett veg;
723189408;Gardsbruk;202218597-2;03.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2125579&VerID=1943874;Midlertidig tillatelse;10.05.2022;31.01.2024;;;;POINT(284894.909 7041240.68);Malvik;5031;FV950 S2D1 m5860;4830.0;7.0;70.0;Streng;B - Regionale hovedveger;11;14;99999.0;1.0;Midlertidig tillatelse;Rett veg;
715416355;Bolig;202307434-2;10.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2443634&VerID=2242202;Utvidet bruk;23.01.2023;;;Privat;Privat;POINT(308498.774 7011634.08);Selbu;5032;FV705 S6D1 m244;700.0;15.0;60.0;Streng;B - Regionale hovedveger;4;1;600.0;-1.5;Utvidet bruk;Slak sving (svingradius 600.0m);
715416311;Bolig;202213649-2;14.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2066252&VerID=1887714;Avslag;24.03.2022;;;Privat;Privat;POINT(304978.63 7014164.552);Selbu;5032;FV705 S5D1 m4780;1800.0;12.0;60.0;Streng;B - Regionale hovedveger;15;0;99999.0;1.8;Utvidet bruk;Rett veg;
1018244618;Gardsbruk;202326815-2;16.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=499577;Varig tillatelse;01.09.2023;01.09.2026;;Privat;Privat;POINT(305898.545 7014280.802);Selbu;5032;FV6728 S1D1 m572;160.0;15.0;80.0;Lite streng;E - Lokale adkomstveger;10;0;-137.0;8.4;Varig tillatelse;Krapp sving;
723319919;Bolig;202211534-2;17.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2063776&VerID=1885448;Utvidet bruk;22.03.2022;;;Privat;Privat;POINT(305797.986 7014431.204);Selbu;5032;FV6728 S1D1 m748;160.0;15.0;80.0;Lite streng;E - Lokale adkomstveger;13;0;99999.0;7.1;Utvidet bruk;Rett veg;
723319906;Bolig;202214695-1;17.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2088280&VerID=1909129;Utvidet bruk;31.03.2022;;;Privat;Privat;POINT(304314.611 7014781.889);Selbu;5032;FV6728 S1D1 m3568;160.0;15.0;80.0;Lite streng;E - Lokale adkomstveger;19;0;99999.0;-4.1;Utvidet bruk;Rett veg;
1016404736;Service;202233901-2;30.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2282080&VerID=2091414;Utvidet bruk;23.08.2022;23.08.2025;;Privat;Privat;POINT(297947.933 7016267.348);Selbu;5032;FV6722 S1D1 m3998;100.0;10.0;50.0;Lite streng;E - Lokale adkomstveger;15;3;-2249.0;1.5;Utvidet bruk;Veldig slak sving (svingradius 2249.0m);
715416197;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Denne avkjørselen skal saneres når ny er etablert. ;Privat;Privat;POINT(302817.256 7018478.44);Selbu;5032;FV705 S4D1 m3188;2200.0;13.0;60.0;Streng;B - Regionale hovedveger;15;11;-1212.0;5.2;Varig tillatelse;Veldig slak sving (svingradius 1212.0m);
715416196;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Eksisterende avkjørsel skal saneres. ;Privat;Privat;POINT(302836.318 7018487.454);Selbu;5032;FV705 S4D1 m3168;2200.0;13.0;60.0;Streng;B - Regionale hovedveger;15;11;-122.0;5.2;Varig tillatelse;Krapp sving;
723228941;Forretning;202220665-2;02.06.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2152886&VerID=1969024;Utvidet bruk;03.06.2022;;;Privat;Privat;POINT(304054.511 7019452.2);Selbu;5032;FV6716 S1D1 m117;60.0;9.0;50.0;Lite streng;E - Lokale adkomstveger;15;0;34.0;1.0;Utvidet bruk;Krapp sving;
715416156;Bolig;202213171-2;06.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2067245&VerID=1888639;Utvidet bruk;25.03.2022;;;Privat;Privat;POINT(303354.166 7021002.191);Selbu;5032;FV705 S3D1 m9631;2300.0;12.0;70.0;Streng;B - Regionale hovedveger;7;4;-483.0;-1.0;Utvidet bruk;Krapp sving;
715416129;Service;202540035;05.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3554003&VerID=3348444;Utvidet bruk;10.10.2025;;;Privat;Privat;POINT(303398.097 7023340.712);Selbu;5032;FV705 S3D1 m7211;2300.0;12.0;50.0;Streng;B - Regionale hovedveger;19;6;88.0;0.5;Utvidet bruk;Krapp sving;
723228573;Service;202233807-3;30.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2355587&VerID=2161030;Utvidet bruk;28.10.2022;;;Kommune;Kommune;POINT(295064.034 7023808.23);Selbu;5032;FV6712 S3D1 m4238;300.0;14.0;80.0;Streng;C - Lokale hovedveger;5;0;99999.0;0.7;Utvidet bruk;Rett veg;
1017176996;Bolig;202246822-2;22.12.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2428129&VerID=2227511;Utvidet bruk;12.01.2023;;;Privat;Privat;POINT(283817.973 7025523.572);Selbu;5032;PV95520 S1D1 m7;;;50.0;;;0;0;;;Utvidet bruk;Ukjent;
1024535560;Service;202518786;14.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616730#;Varig tillatelse;17.06.2025;17.06.2028;;Privat;Privat;POINT(283832.646 7026479.574);Selbu;5032;FV6676 S1D1 m5656;260.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;3;0;161.0;-3.4;Varig tillatelse;Krapp sving;
1025214826;Industri;202536555;20.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3503203&VerID=3300676;Utvidet bruk;22.08.2025;;;Privat;Privat;POINT(342117.421 6979456.411);Tydal;5033;FV705 S12D1 m4060;400.0;15.0;50.0;Streng;B - Regionale hovedveger;9;0;99999.0;-0.6;Utvidet bruk;Rett veg;
1025288124;Industri;202539574;03.09.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637609#;Midlertidig tillatelse;15.09.2025;15.09.2028;;Privat;Privat;POINT(330661.212 6994960.941);Tydal;5033;FV705 S9D1 m9581;799.0;16.0;50.0;Streng;B - Regionale hovedveger;16;2;1210.0;-3.4;Midlertidig tillatelse;Veldig slak sving (svingradius 1210.0m);
715902004;Gardsbruk;202308624-2;25.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2453084&VerID=2250705;Utvidet bruk;31.01.2023;;;Privat;Privat;POINT(320866.328 6997119.138);Tydal;5033;FV705 S8D1 m7385;799.0;16.0;60.0;Streng;B - Regionale hovedveger;9;0;99999.0;0.9;Utvidet bruk;Rett veg;
1018715395;Skog/skogbruk;202344234-4;23.01.2024;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2927554&VerID=2739479;Varig tillatelse;01.02.2024;01.02.2027;;Privat;Privat;POINT(319348.863 6999982.948);Tydal;5033;FV705 S8D1 m3966;799.0;16.0;80.0;Streng;B - Regionale hovedveger;1;1;99999.0;2.1;Varig tillatelse;Rett veg;
1019308425;Bolig;202432149-2;17.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576044;Varig tillatelse;25.06.2024;25.06.2027;;Privat;Privat;POINT(340703.223 7022217.101);Meråker;5034;FV6774 S1D1 m1912;160.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;4;0;-1797.0;3.1;Varig tillatelse;Veldig slak sving (svingradius 1797.0m);
1018369339;Bolig;202238884-3;03.10.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=464196;Varig tillatelse;29.03.2023;29.03.2026;;Privat;Privat;POINT(344338.263 7022699.257);Meråker;5034;FV6770 S2D10 m375;160.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;0;0;-432.0;3.1;Varig tillatelse;Krapp sving;
1017176768;Bolig;202300382-2;03.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2429944&VerID=2229203;Varig tillatelse;12.01.2023;12.01.2026;Eksisterende avkjørsel skal fjernes;Privat;Privat;POINT(338164.763 7035685.136);Meråker;5034;FV6778 S1D1 m1093;400.0;9.0;50.0;Lite streng;E - Lokale adkomstveger;8;0;-407.0;3.9;Varig tillatelse;Krapp sving;
