OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Avkjørsel, holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker;Kurvatur, horisontal;Kurvatur, stigning;Søknadstype;Svingkategori;Vurdering
615921104;Bolig;202510877-2;21.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608771;Endret bruk;14.03.2025;14.03.2028;;Privat;Privat;POINT(173711.553 7078244.487);Frøya;5014;FV6460 S2D1 m183;400.0;25.0;60.0;Lite streng;E - Lokale adkomstveger;11;1;99999.0;0.0;Endret bruk;Rett veg;Enkel
1024052167;Bolig;202451687;19.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595734#;Utvidet bruk;04.06.2025;04.06.2028;Gammel avkjøring, krysser GSV, skal stenges.;Privat;Privat;POINT(194838.313 7078803.587);Frøya;5014;FV714 S11D1 m8695;3700.0;8.0;50.0;Streng;B - Regionale hovedveger;3;2;99999.0;0.0;Utvidet bruk;Rett veg;
1018350599;Bolig;202118822-18;06.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=394309;Varig tillatelse;16.06.2023;16.06.2026;;Kommune;Kommune;POINT(195514.719 7078962.377);Frøya;5014;FV714 S12D1 m461;3700.0;8.0;60.0;Streng;B - Regionale hovedveger;3;7;-255.0;-0.6;Varig tillatelse;Krapp sving;
718276538;Bolig;202525956;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623966;Endret bruk;22.07.2025;22.07.2028;;Privat;Privat;POINT(182408.496 7079546.946);Frøya;5014;FV716 S3D1 m629;500.0;10.0;80.0;Mindre streng;D - Lokale samleveger;8;1;99999.0;-6.6;Endret bruk;Rett veg;
717399010;Bolig;202407942-2;22.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551647;Endret bruk;22.02.2024;22.02.2027;;Privat;Privat;POINT(196054.449 7080152.102);Frøya;5014;FV714 S12D1 m1835;3700.0;8.0;70.0;Streng;B - Regionale hovedveger;8;5;2305.0;-0.1;Endret bruk;Veldig slak sving (svingradius 2305.0m);
717399018;Bolig;202234134-2;31.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2277993&VerID=2087584;Utvidet bruk;02.09.2022;;;Fylkeskommune;Fylkeskommune;POINT(195972.954 7080791.758);Frøya;5014;FV714 S12D1 m2501;3700.0;8.0;50.0;Streng;B - Regionale hovedveger;21;9;99999.0;-0.1;Utvidet bruk;Rett veg;
717399072;Bolig;202216007-4;18.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2143244&VerID=1960386;Utvidet bruk;03.06.2022;;;;;POINT(196053.076 7082642.118);Frøya;5014;FV714 S12D1 m4504;4000.0;19.0;50.0;Streng;B - Regionale hovedveger;11;13;332.0;2.8;Utvidet bruk;Krapp sving;
718276477;Bolig;202239840-2;11.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2358902&VerID=2164080;Utvidet bruk;28.10.2022;;;Privat;Privat;POINT(187559.288 7083100.994);Frøya;5014;FV716 S2D1 m1706;651.0;8.0;60.0;Mindre streng;D - Lokale samleveger;8;3;321.0;-1.2;Utvidet bruk;Krapp sving;
717399083;Bolig;202214718-4;02.04.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2120765&VerID=1939484;Utvidet bruk;04.05.2022;;;;;POINT(196178.951 7083319.726);Frøya;5014;FV714 S12D1 m5230;4000.0;19.0;50.0;Streng;B - Regionale hovedveger;21;8;-536.0;0.6;Utvidet bruk;Slak sving (svingradius 536.0m);
717399086;Bolig;202220203-2;27.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2148741&VerID=1965275;Utvidet bruk;01.06.2022;;;Privat;Privat;POINT(196119.52 7083480.707);Frøya;5014;FV714 S12D1 m5441;4000.0;19.0;50.0;Streng;B - Regionale hovedveger;19;7;-1210.0;-3.5;Utvidet bruk;Veldig slak sving (svingradius 1210.0m);
717399091;Bolig;202306304-3;06.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2506143&VerID=2299847;Utvidet bruk;22.03.2023;;;Privat;Privat;POINT(195946.244 7083591.141);Frøya;5014;FV714 S12D1 m5648;4000.0;19.0;50.0;Streng;B - Regionale hovedveger;13;6;116.0;-3.5;Utvidet bruk;Krapp sving;
1021976572;Industri;202451678-4;27.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595725;Utvidet bruk;17.12.2024;17.12.2027;;Privat;Privat;POINT(197915.759 7085519.659);Frøya;5014;FV6476 S1D1 m3114;300.0;9.0;60.0;Lite streng;E - Lokale adkomstveger;7;1;-460.0;0.8;Utvidet bruk;Krapp sving;Enkel
718276408;Bolig;202539398;05.07.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637433;Utvidet bruk;18.09.2025;;;Privat;Privat;POINT(191420.488 7086036.562);Frøya;5014;FV716 S1D1 m4471;651.0;8.0;60.0;Mindre streng;D - Lokale samleveger;10;12;-199.0;-4.8;Utvidet bruk;Krapp sving;
718276409;Forretning;202526054;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624064#;Utvidet bruk;30.06.2025;30.06.2028;;Privat;Privat;POINT(191371.59 7086050.873);Frøya;5014;FV716 S1D1 m4517;651.0;8.0;60.0;Mindre streng;D - Lokale samleveger;10;12;-199.0;-4.8;Utvidet bruk;Krapp sving;
616112925;Bolig;202211072-3;08.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2066919&VerID=1888329;Utvidet bruk;25.03.2022;;;Privat;Privat;POINT(192099.107 7087247.208);Frøya;5014;FV6466 S1D1 m2494;1100.0;16.0;80.0;Streng;C - Lokale hovedveger;4;4;99999.0;3.6;Utvidet bruk;Rett veg;
616112953;;202337400-2;27.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=510184;Varig tillatelse;29.09.2023;29.09.2026;;Privat;Privat;POINT(189025.762 7088644.102);Frøya;5014;FV6466 S1D1 m6644;642.0;10.0;50.0;Streng;C - Lokale hovedveger;10;2;99999.0;1.6;Varig tillatelse;Rett veg;
616275845;Bolig;202241388-2;27.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398186&VerID=2200009;Endret bruk;05.12.2022;;;Privat;Privat;POINT(194394.568 7088886.456);Frøya;5014;FV6472 S1D1 m2852;300.0;9.0;60.0;Lite streng;E - Lokale adkomstveger;10;0;99999.0;-1.8;Endret bruk;Rett veg;
616112989;Bolig;202452414-11;30.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596479;Varig tillatelse;31.03.2025;31.03.2028;;Privat;Privat;POINT(188109.448 7089331.071);Frøya;5014;FV6466 S1D1 m9328;450.0;8.0;50.0;Lite streng;E - Lokale adkomstveger;8;2;99999.0;1.4;Varig tillatelse;Rett veg;
616112979;Gardsbruk;202334658-3 ;28.08.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=507427;Varig tillatelse;21.09.2023;21.09.2026;;Privat;Privat;POINT(188768.836 7089777.215);Frøya;5014;FV6466 S1D1 m8514;450.0;8.0;50.0;Lite streng;E - Lokale adkomstveger;13;3;128.0;7.4;Varig tillatelse;Krapp sving;
616206690;Service;202412783-2;07.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556582;Varig tillatelse;18.03.2024;18.03.2027;;;;POINT(178726.758 7096163.418);Frøya;5014;FV6470 S3D1 m2848;80.0;9.0;30.0;Lite streng;E - Lokale adkomstveger;49;0;99999.0;0.3;Varig tillatelse;Rett veg;Vanskelig
1022274500;Bolig;202506587-4;15.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604465;Varig tillatelse;21.02.2025;21.02.2028;;Privat;Privat;POINT(178632.998 7096548.016);Frøya;5014;FV6470 S3D1 m3246;80.0;9.0;30.0;Lite streng;E - Lokale adkomstveger;33;0;99999.0;-1.0;Varig tillatelse;Rett veg;Vanskelig
616185477;Bolig;202218441-2;02.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2157581&VerID=1973267;Varig tillatelse;12.06.2022;;;Privat;Privat;POINT(188207.58 7097566.25);Frøya;5014;FV6468 S1D20 m154;100.0;7.0;30.0;Lite streng;E - Lokale adkomstveger;5;0;-494.0;-2.1;Varig tillatelse;Krapp sving;
1017176714;Bolig;202243786-3;16.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2431535&VerID=2230741;Varig tillatelse;12.01.2023;12.01.2026;;Privat;Privat;POINT(188763.158 7097580.913);Frøya;5014;FV6468 S1D1 m740;80.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;35;0;232.0;6.8;Varig tillatelse;Krapp sving;
1018245008;Bolig;202337944-3;30.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=510732;Varig tillatelse;06.11.2023;06.11.2026;;Privat;Privat;POINT(280733.283 7140305.523);Osen;5020;FV6300 S1D1 m1488;751.0;9.0;60.0;Lite streng;E - Lokale adkomstveger;14;2;1334.0;-2.1;Varig tillatelse;Veldig slak sving (svingradius 1334.0m);
1017175548;Industri;202244980-2;30.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2416810&VerID=2217184;Midlertidig tillatelse;03.01.2023;28.02.2024;;Privat;Privat;POINT(280429.772 7140780.925);Osen;5020;FV6302 S1D1 m109;500.0;8.0;40.0;Lite streng;E - Lokale adkomstveger;14;0;-1733.0;0.2;Midlertidig tillatelse;Veldig slak sving (svingradius 1733.0m);
600019298;Hytte;202335188-2;06.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=507967;Utvidet bruk;11.09.2023;11.09.2026;;Privat;Privat;POINT(280825.625 7141651.14);Osen;5020;FV6300 S1D1 m3191;500.0;11.0;80.0;Lite streng;E - Lokale adkomstveger;4;0;-908.0;-4.8;Utvidet bruk;Slak sving (svingradius 908.0m);
706683241;Gardsbruk;202327124-2;10.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=499886;Varig tillatelse;07.08.2023;07.08.2026;;Privat;Privat;POINT(216668.314 6951645.123);Oppdal;5021;FV6518 S2D1 m2253;200.0;15.0;80.0;Mindre streng;D - Lokale samleveger;7;0;99999.0;2.1;Varig tillatelse;Rett veg;
1018332052;Gardsbruk;202317228-4;24.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=489893;Varig tillatelse;11.08.2023;11.08.2026;;Privat;Privat;POINT(219674.954 6951755.323);Oppdal;5021;FV6518 S1D1 m8663;200.0;15.0;60.0;Mindre streng;D - Lokale samleveger;11;0;99999.0;-1.5;Varig tillatelse;Rett veg;
1019482743;Hytte;202434848-2;04.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=578763;Varig tillatelse;11.07.2024;11.07.2027;;Privat;Privat;POINT(245269.104 6963454.785);Rennebu;5022;FV6510 S1D1 m4108;120.0;17.0;60.0;Lite streng;E - Lokale adkomstveger;16;1;540.0;-9.6;Varig tillatelse;Slak sving (svingradius 540.0m);Enkel
1017524435;Industri;202239972-2;13.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2366958&VerID=2171376;Varig tillatelse;07.11.2022;07.11.2025;;Privat;Privat;POINT(243416.201 6965955.258);Rennebu;5022;FV6508 S1D1 m27;240.0;23.0;80.0;Lite streng;E - Lokale adkomstveger;2;0;181.0;2.4;Varig tillatelse;Krapp sving;
1016573942;Gardsbruk;202238631-2;02.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2340769&VerID=2147273;Varig tillatelse;11.10.2022;11.10.2025;Eksisterende avkjørsel skal fjernes;Privat;Privat;POINT(238020.653 6979212.475);Rennebu;5022;FV700 S6D1 m7233;1210.0;18.0;50.0;Streng;B - Regionale hovedveger;18;3;99999.0;2.1;Varig tillatelse;Rett veg;
1018243738;Dyrkamark/jordbruk;202341482-2;31.10.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=514302;Varig tillatelse;08.11.2023;08.11.2026;;Privat;Privat;POINT(237304.974 6980401.495);Rennebu;5022;FV6512 S1D1 m5387;100.0;12.0;60.0;Mindre streng;D - Lokale samleveger;17;0;99999.0;2.7;Varig tillatelse;Rett veg;
708823890;Bolig;202445558-2;16.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589509;Utvidet bruk;18.09.2024;16.09.2027;;Privat;Privat;POINT(308733.865 6941614.713);Røros;5025;FV6524 S1D1 m7458;243.0;12.0;60.0;Lite streng;E - Lokale adkomstveger;11;0;99999.0;-3.4;Utvidet bruk;Rett veg;Enkel
709616960;Gardsbruk;202139548-2;29.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=1904694&VerID=1739298;Utvidet bruk;18.10.2021;;;Privat;Privat;POINT(314291.739 6942020.079);Røros;5025;FV6526 S1D1 m672;590.0;8.0;60.0;Lite streng;E - Lokale adkomstveger;24;2;-1025.0;0.1;Utvidet bruk;Veldig slak sving (svingradius 1025.0m);
601256475;Gardsbruk;202242042-3;02.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398561&VerID=2200360;Utvidet bruk;07.12.2022;;;Privat;Privat;POINT(312500.044 6942668.736);Røros;5025;FV30 S14D1 m1073;2300.0;13.0;60.0;Streng;B - Regionale hovedveger;10;10;99999.0;1.2;Utvidet bruk;Rett veg;
1018334388;Skole/Barnehage;202344057-2;30.11.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=516922;Midlertidig tillatelse;08.12.2023;01.09.2024;;Privat;Privat;POINT(313501.927 6943785.688);Røros;5025;FV6524 S1D1 m486;280.0;10.0;30.0;Lite streng;E - Lokale adkomstveger;15;5;99999.0;-0.4;Midlertidig tillatelse;Rett veg;
708823855;Bolig;202408502-2;01.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=552221;Utvidet bruk;02.02.2024;02.02.2027;;Privat;Privat;POINT(311252.442 6944681.158);Røros;5025;FV6524 S1D1 m3183;243.0;12.0;50.0;Lite streng;E - Lokale adkomstveger;10;2;-709.0;12.2;Utvidet bruk;Slak sving (svingradius 709.0m);
601768567;Hytte;202431504;11.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575399#;Utvidet bruk;18.08.2025;18.08.2028;;Privat;Privat;POINT(316047.411 6945347.233);Røros;5025;FV31 S2D1 m1574;612.0;17.0;80.0;Streng;B - Regionale hovedveger;12;3;478.0;1.3;Utvidet bruk;Krapp sving;
601768609;Bolig;202208587;24.01.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=433569;Endret bruk;01.02.2022;01.02.2025;;Privat;Privat;POINT(321977.15 6945742.442);Røros;5025;FV31 S2D1 m8151;612.0;17.0;80.0;Streng;B - Regionale hovedveger;7;4;-2999.0;0.1;Endret bruk;Veldig slak sving (svingradius 2999.0m);
601768598;Bolig;202219699-2;16.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2142047&VerID=1959272;Utvidet bruk;24.05.2022;;;Privat;Privat;POINT(320426.054 6945868.774);Røros;5025;FV31 S2D1 m6540;612.0;17.0;80.0;Streng;B - Regionale hovedveger;6;0;99999.0;0.1;Utvidet bruk;Rett veg;
601768724;Gardsbruk;202432954-2;23.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576869;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(340065.03 6949943.177);Røros;5025;FV31 S6D1 m695;603.0;11.0;50.0;Streng;B - Regionale hovedveger;14;1;99999.0;0.3;Utvidet bruk;Rett veg;
710177952;Hytte;202317626-4;16.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=490292;Utvidet bruk;23.06.2023;23.06.2026;Nabo-avkjørselen skal saneres når denne er opparbeidet. ;Privat;Privat;POINT(320939.004 6953276.195);Røros;5025;FV6534 S1D1 m2756;169.0;83.0;80.0;Lite streng;E - Lokale adkomstveger;13;0;99999.0;-2.1;Utvidet bruk;Rett veg;
1018325207;Hytte;202335686-2;11.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=508465;Varig tillatelse;13.09.2023;13.09.2026;;Privat;Privat;POINT(317073.126 6953454.416);Røros;5025;FV6536 S1D1 m4497;676.0;11.0;80.0;Mindre streng;D - Lokale samleveger;6;2;-172.0;1.2;Varig tillatelse;Krapp sving;
601256284;Hytte;202451971-2;28.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596029;Utvidet bruk;02.12.2024;02.12.2027;;Privat;Privat;POINT(312433.955 6962472.107);Holtålen;5026;FV30 S10D1 m58;1480.0;27.0;80.0;Streng;B - Regionale hovedveger;7;1;99999.0;0.4;Utvidet bruk;Rett veg;
1019089304;Service;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312778.629 6963338.363);Holtålen;5026;FV30 S9D1 m10418;1480.0;27.0;80.0;Streng;B - Regionale hovedveger;3;1;-1564.0;0.4;Midlertidig tillatelse;Veldig slak sving (svingradius 1564.0m);
601256275;Dyrkamark/jordbruk;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312877.772 6964018.473);Holtålen;5026;FV30 S9D1 m9719;1480.0;27.0;70.0;Streng;B - Regionale hovedveger;12;2;-352.0;4.6;Midlertidig tillatelse;Krapp sving;
1015229168;Skog/skogbruk;202200095-2;03.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2011330&VerID=1837425;Midlertidig tillatelse;02.02.2022;31.03.2022;;Privat;Privat;POINT(309558.004 6973910.154);Holtålen;5026;FV30 S8D110 m848;;;;;;0;0;;;Midlertidig tillatelse;Ukjent;
1018350608;Bolig;202319956-2;02.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=492651;Varig tillatelse;13.06.2023;13.06.2026;Tidligere avkjørsel skal saneres. ;Privat;Privat;POINT(309524.59 6974120.321);Holtålen;5026;FV6544 S1D1 m1139;200.0;9.0;50.0;Lite streng;E - Lokale adkomstveger;15;0;99999.0;-0.4;Varig tillatelse;Rett veg;
710629111;Bolig;202209719-2;02.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2040333&VerID=1863768;Endret bruk;03.03.2022;;;Privat;Privat;POINT(268309.326 6976816.637);Midtre Gauldal;5027;FV6556 S1D1 m4253;220.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;15;0;99999.0;2.5;Endret bruk;Rett veg;
1019750639;;202441103-2;15.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585049;Varig tillatelse;30.08.2024;30.08.2027;;Privat;Privat;POINT(269122.226 6979120.961);Midtre Gauldal;5027;FV6556 S1D1 m1745;220.0;9.0;80.0;Lite streng;E - Lokale adkomstveger;8;0;-313.0;5.2;Varig tillatelse;Krapp sving;Vanskelig
1015225668;Gardsbruk;202209347-2;30.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2031661&VerID=1856166;Varig tillatelse;24.02.2022;24.02.2025;Ikke bygget innen frist ;Privat;Privat;POINT(258246.919 6980479.752);Midtre Gauldal;5027;FV6566 S1D1 m10010;200.0;10.0;80.0;Lite streng;E - Lokale adkomstveger;5;0;99999.0;4.0;Varig tillatelse;Rett veg;
711294960;Bolig;202217380-2;21.04.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2129003&VerID=1946991;Utvidet bruk;12.05.2022;;;Privat;Privat;POINT(270699.157 6982228.32);Midtre Gauldal;5027;FV6560 S3D1 m6522;244.0;13.0;80.0;Lite streng;E - Lokale adkomstveger;11;0;99999.0;-0.5;Utvidet bruk;Rett veg;
711294972;Bolig;202215602-2;25.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2103289&VerID=1923077;Varig tillatelse;25.04.2022;;	 Bygget men ikke levert ferdigmelding;Privat;Privat;POINT(270684.983 6983062.85);Midtre Gauldal;5027;FV6560 S3D1 m7422;244.0;13.0;80.0;Lite streng;E - Lokale adkomstveger;11;0;-1099.0;4.3;Varig tillatelse;Veldig slak sving (svingradius 1099.0m);
711294888;Gardsbruk;202445264-3;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589214;Utvidet bruk;17.09.2024;17.09.2027;;Privat;Privat;POINT(266471.355 6983338.897);Midtre Gauldal;5027;FV6560 S2D1 m6343;350.0;10.0;80.0;Mindre streng;D - Lokale samleveger;14;1;99999.0;2.9;Utvidet bruk;Rett veg;
1022274845;Bolig;202507565-2 ;21.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605443;Varig tillatelse;27.01.2025;27.01.2028;;Privat;Privat;POINT(266666.47 6983452.878);Midtre Gauldal;5027;FV6560 S2D1 m6568;350.0;10.0;80.0;Mindre streng;D - Lokale samleveger;10;2;2652.0;-8.0;Varig tillatelse;Veldig slak sving (svingradius 2652.0m);
711294862;Gardsbruk;202214844-2;22.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2093318&VerID=1913848;Utvidet bruk;04.04.2022;;;Privat;Privat;POINT(264853.119 6983495.523);Midtre Gauldal;5027;FV6560 S2D1 m4600;350.0;10.0;80.0;Mindre streng;D - Lokale samleveger;12;1;99999.0;3.0;Utvidet bruk;Rett veg;
711294860;Bolig;202036267-6;13.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=373991;Utvidet bruk;20.09.2023;20.09.2026;;Privat;Privat;POINT(264616.614 6983640.468);Midtre Gauldal;5027;FV6560 S2D1 m4305;350.0;10.0;80.0;Mindre streng;D - Lokale samleveger;10;0;-223.0;1.4;Utvidet bruk;Krapp sving;
1022274804;Skog/skogbruk;202507342-2;20.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605220;Avslag;30.01.2025;30.01.2028;;Privat;Privat;POINT(264471.307 6985127.652);Midtre Gauldal;5027;FV6560 S2D1 m2616;359.0;16.0;80.0;Mindre streng;D - Lokale samleveger;11;2;99999.0;-0.2;Varig tillatelse;Rett veg;
1017517680;Gardsbruk;202311157-2;16.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2482155&VerID=2277634;Varig tillatelse;02.03.2023;02.03.2026;Ved etablering av ny avkjørsel, skal eksisterende avkjørsel fysisk stenges;Privat;Privat;POINT(258119.499 6985517.975);Midtre Gauldal;5027;FV6566 S1D1 m4654;873.0;10.0;50.0;Lite streng;E - Lokale adkomstveger;17;1;99999.0;4.2;Varig tillatelse;Rett veg;
1021982141;Bolig;202451505-3;22.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595532;Varig tillatelse;20.01.2025;20.01.2028;;Privat;Privat;POINT(264420.839 6986685.509);Midtre Gauldal;5027;FV6560 S2D1 m1002;359.0;16.0;80.0;Mindre streng;D - Lokale samleveger;10;0;506.0;3.9;Varig tillatelse;Slak sving (svingradius 506.0m);
601255911;Bolig;202409655-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553378;Utvidet bruk;13.02.2024;13.02.2027;;Privat;Privat;POINT(277446.63 6987653.629);Midtre Gauldal;5027;FV30 S3D1 m5919;1500.0;14.0;80.0;Streng;B - Regionale hovedveger;8;1;99999.0;0.8;Utvidet bruk;Rett veg;
711295032;Dyrkamark/jordbruk;202443793-2;28.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587740;Endret bruk;02.09.2024;02.09.2027;;Privat;Privat;POINT(271660.967 6987848.939);Midtre Gauldal;5027;FV6560 S4D1 m2072;244.0;13.0;80.0;Lite streng;E - Lokale adkomstveger;12;0;-2863.0;-2.2;Endret bruk;Veldig slak sving (svingradius 2863.0m);Vanskelig
1021165598;Skog/skogbruk;202448159-2;10.10.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592157;Midlertidig tillatelse;29.10.2024;29.10.2026;Skal saneres etter bruk. ;Privat;Privat;POINT(289708.687 6988010.643);Midtre Gauldal;5027;FV30 S5D1 m3095;1300.0;10.0;80.0;Streng;B - Regionale hovedveger;2;4;-551.0;-2.4;Midlertidig tillatelse;Slak sving (svingradius 551.0m);
711635956;Hytte;202508189-2 ;24.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606071;Endret bruk;31.01.2025;31.01.2028;;Privat;Privat;POINT(258209.484 6990527.636);Midtre Gauldal;5027;FV6568 S1D1 m3571;205.0;21.0;80.0;Lite streng;E - Lokale adkomstveger;12;1;99999.0;1.3;Endret bruk;Rett veg;Enkel
