OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Avkjørsel, holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker;Kurvatur, horisontal;Kurvatur, stigning
1018325207;Hytte;202335686-2;11.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=508465;Varig tillatelse;13.09.2023;13.09.2026;;Privat;Privat;POINT(317073.126 6953454.416);Røros;5025;FV6536 S1D1 m4497;676;11;80;Mindre streng;D - Lokale samleveger;6;2;-172;1.2
601256284;Hytte;202451971-2;28.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596029;Utvidet bruk;02.12.2024;02.12.2027;;Privat;Privat;POINT(312433.955 6962472.107);Holtålen;5026;FV30 S10D1 m58;1480;27;80;Streng;B - Regionale hovedveger;7;1;99999;0.4
1019089304;Service;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312778.629 6963338.363);Holtålen;5026;FV30 S9D1 m10418;1480;27;80;Streng;B - Regionale hovedveger;3;1;-1564;0.4
601256275;Dyrkamark/jordbruk;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312877.772 6964018.473);Holtålen;5026;FV30 S9D1 m9719;1480;27;70;Streng;B - Regionale hovedveger;12;2;-352;4.6
1015229168;Skog/skogbruk;202200095-2;03.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2011330&VerID=1837425;Midlertidig tillatelse;02.02.2022;31.03.2022;;Privat;Privat;POINT(309558.004 6973910.154);Holtålen;5026;FV30 S8D110 m848;;;;;;0;0;;
1018350608;Bolig;202319956-2;02.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=492651;Varig tillatelse;13.06.2023;13.06.2026;Tidligere avkjørsel skal saneres. ;Privat;Privat;POINT(309524.59 6974120.321);Holtålen;5026;FV6544 S1D1 m1139;200;9;50;Lite streng;E - Lokale adkomstveger;15;0;99999;-0.4
710629111;Bolig;202209719-2;02.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2040333&VerID=1863768;Endret bruk;03.03.2022;;;Privat;Privat;POINT(268309.326 6976816.637);Midtre Gauldal;5027;FV6556 S1D1 m4253;220;9;80;Lite streng;E - Lokale adkomstveger;15;0;99999;2.5
1019750639;;202441103-2;15.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585049;Varig tillatelse;30.08.2024;30.08.2027;;Privat;Privat;POINT(269122.226 6979120.961);Midtre Gauldal;5027;FV6556 S1D1 m1745;220;9;80;Lite streng;E - Lokale adkomstveger;8;0;-313;5.2
1015225668;Gardsbruk;202209347-2;30.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2031661&VerID=1856166;Varig tillatelse;24.02.2022;24.02.2025;Ikke bygget innen frist ;Privat;Privat;POINT(258246.919 6980479.752);Midtre Gauldal;5027;FV6566 S1D1 m10010;200;10;80;Lite streng;E - Lokale adkomstveger;5;0;99999;4.0
711294960;Bolig;202217380-2;21.04.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2129003&VerID=1946991;Utvidet bruk;12.05.2022;;;Privat;Privat;POINT(270699.157 6982228.32);Midtre Gauldal;5027;FV6560 S3D1 m6522;244;13;80;Lite streng;E - Lokale adkomstveger;11;0;99999;-0.5
711294972;Bolig;202215602-2;25.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2103289&VerID=1923077;Varig tillatelse;25.04.2022;;	 Bygget men ikke levert ferdigmelding;Privat;Privat;POINT(270684.983 6983062.85);Midtre Gauldal;5027;FV6560 S3D1 m7422;244;13;80;Lite streng;E - Lokale adkomstveger;11;0;-1099;4.3
711294888;Gardsbruk;202445264-3;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589214;Utvidet bruk;17.09.2024;17.09.2027;;Privat;Privat;POINT(266471.355 6983338.897);Midtre Gauldal;5027;FV6560 S2D1 m6343;350;10;80;Mindre streng;D - Lokale samleveger;14;1;99999;2.9
1022274845;Bolig;202507565-2 ;21.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605443;Varig tillatelse;27.01.2025;27.01.2028;;Privat;Privat;POINT(266666.47 6983452.878);Midtre Gauldal;5027;FV6560 S2D1 m6568;350;10;80;Mindre streng;D - Lokale samleveger;10;2;2652;-8.0
711294862;Gardsbruk;202214844-2;22.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2093318&VerID=1913848;Utvidet bruk;04.04.2022;;;Privat;Privat;POINT(264853.119 6983495.523);Midtre Gauldal;5027;FV6560 S2D1 m4600;350;10;80;Mindre streng;D - Lokale samleveger;12;1;99999;3.0
711294860;Bolig;202036267-6;13.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=373991;Utvidet bruk;20.09.2023;20.09.2026;;Privat;Privat;POINT(264616.614 6983640.468);Midtre Gauldal;5027;FV6560 S2D1 m4305;350;10;80;Mindre streng;D - Lokale samleveger;10;0;-223;1.4
1022274804;Skog/skogbruk;202507342-2;20.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605220;Avslag;30.01.2025;30.01.2028;;Privat;Privat;POINT(264471.307 6985127.652);Midtre Gauldal;5027;FV6560 S2D1 m2616;359;16;80;Mindre streng;D - Lokale samleveger;11;2;99999;-0.2
1017517680;Gardsbruk;202311157-2;16.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2482155&VerID=2277634;Varig tillatelse;02.03.2023;02.03.2026;Ved etablering av ny avkjørsel, skal eksisterende avkjørsel fysisk stenges;Privat;Privat;POINT(258119.499 6985517.975);Midtre Gauldal;5027;FV6566 S1D1 m4654;873;10;50;Lite streng;E - Lokale adkomstveger;17;1;99999;4.2
1021982141;Bolig;202451505-3;22.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595532;Varig tillatelse;20.01.2025;20.01.2028;;Privat;Privat;POINT(264420.839 6986685.509);Midtre Gauldal;5027;FV6560 S2D1 m1002;359;16;80;Mindre streng;D - Lokale samleveger;10;0;506;3.9
601255911;Bolig;202409655-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553378;Utvidet bruk;13.02.2024;13.02.2027;;Privat;Privat;POINT(277446.63 6987653.629);Midtre Gauldal;5027;FV30 S3D1 m5919;1500;14;80;Streng;B - Regionale hovedveger;8;1;99999;0.8
711295032;Dyrkamark/jordbruk;202443793-2;28.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587740;Endret bruk;02.09.2024;02.09.2027;;Privat;Privat;POINT(271660.967 6987848.939);Midtre Gauldal;5027;FV6560 S4D1 m2072;244;13;80;Lite streng;E - Lokale adkomstveger;12;0;-2863;-2.2
1021165598;Skog/skogbruk;202448159-2;10.10.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592157;Midlertidig tillatelse;29.10.2024;29.10.2026;Skal saneres etter bruk. ;Privat;Privat;POINT(289708.687 6988010.643);Midtre Gauldal;5027;FV30 S5D1 m3095;1300;10;80;Streng;B - Regionale hovedveger;2;4;-551;-2.4
711635956;Hytte;202508189-2 ;24.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606071;Endret bruk;31.01.2025;31.01.2028;;Privat;Privat;POINT(258209.484 6990527.636);Midtre Gauldal;5027;FV6568 S1D1 m3571;205;21;80;Lite streng;E - Lokale adkomstveger;12;1;99999;1.3
711671065;Bolig;202424197-2;29.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=567997;Utvidet bruk;03.04.2024;03.04.2027;;Privat;Privat;POINT(258725.703 6993169.819);Midtre Gauldal;5027;FV6574 S1D1 m7312;100;10;80;Lite streng;E - Lokale adkomstveger;17;0;-310;-8.6
711294759;Bolig;202216018-2;30.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2113505&VerID=1932726;Utvidet bruk;27.04.2022;;;Privat;Privat;POINT(260385.584 6993206.262);Midtre Gauldal;5027;FV6560 S1D1 m1944;359;16;50;Mindre streng;D - Lokale samleveger;8;0;177;8.0
619169260;Bolig;202425779-2;12.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569604;Endret bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(250793.449 7004343.78);Melhus;5028;FV6492 S2D1 m4111;492;7;80;Mindre streng;D - Lokale samleveger;8;2;1042;-1.2
1024535726;Industri;202525091;04.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623087#;Midlertidig tillatelse;07.06.2025;31.10.2025;;Privat;Privat;POINT(259651.791 7006641.004);Melhus;5028;FV6492 S1D1 m136;1500;8;50;Mindre streng;D - Lokale samleveger;5;4;-151;-3.8
1024537123;Skole/Barnehage;202525270;18.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623266#;Varig tillatelse;25.06.2025;25.06.2028;;Privat;Privat;POINT(246422.416 7008626.642);Melhus;5028;FV6492 S3D1 m2660;628;8;40;Mindre streng;D - Lokale samleveger;7;1;790;-1.1
1016573955;Hytte;202125944-6;06.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2341042&VerID=2147524;Utvidet bruk;10.10.2022;;;Privat;Privat;POINT(262254.492 7009618.753);Melhus;5028;FV6584 S1D1 m2421;1020;16;50;Lite streng;E - Lokale adkomstveger;9;0;99999;7.3
1015964929;Bolig;202219005-2;09.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2154183&VerID=1970164;Utvidet bruk;03.06.2022;;;Privat;Privat;POINT(262260.232 7009623.005);Melhus;5028;FV6584 S1D1 m2421;1020;16;50;Lite streng;E - Lokale adkomstveger;9;0;99999;7.3
619169350;Bolig;202219693-2;16.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2160554&VerID=1975926;Utvidet bruk;13.06.2022;;;Privat;Privat;POINT(245636.347 7009674.796);Melhus;5028;FV6492 S3D1 m4114;450;10;80;Mindre streng;D - Lokale samleveger;10;0;435;-1.4
712164607;Bolig;202208652-2;25.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024775&VerID=1849721;Utvidet bruk;23.02.2022;;;Privat;Privat;POINT(262105.767 7010111.941);Melhus;5028;FV6584 S1D1 m1058;1020;16;50;Lite streng;E - Lokale adkomstveger;22;0;99999;0.9
719070785;Bolig;202410477-2;18.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=554242;Utvidet bruk;28.02.2024;28.02.2027;;Privat;Privat;POINT(266993.149 7015854.976);Melhus;5028;FV6598 S1D1 m1664;300;7;50;Lite streng;E - Lokale adkomstveger;9;0;1046;3.1
716506620;Skog/skogbruk;202540333;09.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874;Midlertidig tillatelse;24.09.2025;01.01.2026;;Privat;Privat;POINT(266615.379 7016896.338);Melhus;5028;FV6594 S1D1 m3564;703;9;60;Streng;C - Lokale hovedveger;7;4;398;8.9
712146657;Bolig;202425670-2;11.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569495;Utvidet bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(262674.723 7016934.446);Melhus;5028;FV6578 S1D1 m1718;109;8;60;Lite streng;E - Lokale adkomstveger;13;0;431;-1.0
716506627;Bolig;202208740-2;25.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024785&VerID=1849730;Utvidet bruk;24.02.2022;;;Privat;Privat;POINT(267550.59 7017507.651);Melhus;5028;FV6594 S1D1 m4793;703;9;60;Streng;C - Lokale hovedveger;9;3;99999;0.1
719072355;Service;202145163;22.12.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2425141&VerID=2224655;Utvidet bruk;09.01.2023;;;Kommune;Kommune;POINT(264173.937 7017988.452);Melhus;5028;FV6600 S1D1 m26;343;14;60;Lite streng;E - Lokale adkomstveger;5;0;99999;3.2
719342382;Forretning;202237346-2;22.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2340413&VerID=2146930;Utvidet bruk;07.10.2022;;;Privat;Privat;POINT(262749.234 7019524.736);Melhus;5028;FV6618 S1D1 m65;594;21;40;Lite streng;E - Lokale adkomstveger;12;1;-845;1.9
1019887680;Bolig;202443180-2;26.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587126;Avslag;20.09.2024;20.09.2027;;;;POINT(263534.705 7023356.845);Melhus;5028;FV6612 S1D1 m1160;1110;16;40;Streng;C - Lokale hovedveger;11;7;99999;2.9
716024713;Gardsbruk;202233956-2;30.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2283089&VerID=2092363;Utvidet bruk;07.09.2022;;;Privat;Privat;POINT(260618.761 7025817.447);Melhus;5028;FV708 S1D1 m2626;1200;22;60;Streng;C - Lokale hovedveger;6;4;99999;2.8
1017175666;Bolig;202242130-2;03.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398929&VerID=2200718;Varig tillatelse;08.12.2022;08.12.2025;;Privat;Privat;POINT(265943.729 7026795.368);Melhus;5028;FV6616 S1D1 m2864;1200;7;50;Lite streng;E - Lokale adkomstveger;14;1;-528;0.4
719074224;Service;202246018;11.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3551223&VerID=3345922;Varig tillatelse;06.10.2025;06.10.2028;;Kommune;Kommune;POINT(265047.719 7026941.523);Melhus;5028;FV6608 S1D1 m1923;727;9;60;Streng;C - Lokale hovedveger;15;1;99999;-0.3
1015417589;Bolig;202211501-2;16.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2054751&VerID=1877225;Varig tillatelse;05.04.2022;05.04.2022;Ikke bygget innen fristen;Privat;Privat;POINT(261554.693 7027905.869);Melhus;5028;FV6604 S1D1 m3676;900;2;60;Lite streng;E - Lokale adkomstveger;8;2;99999;-3.7
716024770;Bolig;202409654-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2939954&VerID=2752471;Endret bruk;14.02.2024;14.02.2027;;Privat;Privat;POINT(255559.23 7020847.402);Skaun;5029;FV708 S2D1 m2123;1630;9;50;Streng;C - Lokale hovedveger;5;9;-75;0.4
1016404693;Bolig;202230127-3;12.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2317403&VerID=2124918;Varig tillatelse;27.09.2022;27.09.2025;;Privat;Privat;POINT(250953.989 7022519.216);Skaun;5029;FV6626 S1D1 m9966;160;11;60;Lite streng;E - Lokale adkomstveger;13;3;99999;-0.2
719818936;Bolig;202239845-2;11.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2367441&VerID=2171823;Utvidet bruk;07.11.2022;;;Privat;Privat;POINT(258345.303 7024060.005);Skaun;5029;FV6646 S1D1 m5673;451;4;60;Streng;C - Lokale hovedveger;10;1;-393;7.7
1017513815;Bolig;202311657-2;28.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2488511&VerID=2283505;Varig tillatelse;08.03.2023;08.03.2026;Avkjørselstillatelsen forutsetter at eksisterende avkjørsel til gbnr.  9/69, 9 meter lengre øst, stenges.;Privat;Privat;POINT(258171.105 7029316.962);Skaun;5029;FV800 S2D1 m3001;886;11;40;Streng;C - Lokale hovedveger;17;15;99999;0.0
719460544;Gardsbruk;202429778-2;22.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573658;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(252042.976 7031117.177);Skaun;5029;FV6634 S1D1 m4622;707;10;50;Lite streng;E - Lokale adkomstveger;9;0;-92;-10.2
1024480013;Bolig;202524260;03.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622256#;Utvidet bruk;12.06.2025;;;Privat;Privat;POINT(252860.611 7031977.622);Skaun;5029;FV6638 S1D1 m2754;679;6;50;Lite streng;E - Lokale adkomstveger;13;1;99999;-8.1
1018331967;;202518274-6;08.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616202;Varig tillatelse;28.04.2025;28.04.2028;;Privat;Privat;POINT(252860.499 7031977.771);Skaun;5029;FV6638 S1D1 m2754;679;6;50;Lite streng;E - Lokale adkomstveger;13;1;99999;-8.1
719461991;Industri;202509642-2;11.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=607527;Utvidet bruk;24.02.2025;24.02.2028;;Privat;Privat;POINT(248782.463 7034186.258);Skaun;5029;FV800 S3D1 m5236;1200;9;60;Streng;C - Lokale hovedveger;13;13;325;-0.2
721319093;Industri;202236274-2;14.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2345685&VerID=2151701;Utvidet bruk;17.10.2022;;;Privat;Privat;POINT(283023.113 7036683.011);Malvik;5031;FV6670 S1D1 m6611;550;10;80;Mindre streng;D - Lokale samleveger;10;1;209;8.4
721319057;Bolig;202211506-3;28.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2107335&VerID=1926856;Utvidet bruk;22.04.2022;;;Privat;Privat;POINT(283731.54 7039296.458);Malvik;5031;FV6670 S1D1 m2668;600;10;50;Mindre streng;D - Lokale samleveger;11;1;937;2.4
1015227486;;202210213-2;26.01.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2024685&VerID=1849640;Midlertidig tillatelse;10.02.2022;28.02.2022;;Privat;Privat;POINT(281928.843 7039755.933);Malvik;5031;FV6672 S2D1 m2939;655;4;80;Streng;C - Lokale hovedveger;11;1;-830;4.7
1018462284;Service;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282054.151 7039940.829);Malvik;5031;FV6706 S1D1 m1905;1200;12;60;Streng;B - Regionale hovedveger;14;3;99999;-0.4
1015965835;Industri;202216644-2;07.04.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=441802;Midlertidig tillatelse;30.05.2022;31.12.2024;;Privat;Privat;POINT(281715.87 7039993.327);Malvik;5031;FV6672 S2D1 m2608;655;4;80;Streng;C - Lokale hovedveger;12;1;-124;-2.9
1015965828;Industri;202216644-5;07.04.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=441802;Midlertidig tillatelse;30.05.2022;31.12.2024;;Privat;Privat;POINT(281447.596 7040025.274);Malvik;5031;FV6672 S2D1 m2241;655;4;80;Streng;C - Lokale hovedveger;10;2;-52;3.8
1024479764;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281709.222 7040046.681);Malvik;5031;FV6672 S2D1 m2556;655;4;80;Streng;C - Lokale hovedveger;12;1;77;-1.2
721361571;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Privat;Privat;POINT(281416.477 7040049.648);Malvik;5031;FV6672 S2D1 m2200;655;4;80;Streng;C - Lokale hovedveger;10;2;-52;3.8
1024479975;Industri;202522039;19.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=619988;Midlertidig tillatelse;11.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281423.241 7040125.776);Malvik;5031;FV6672 S2D1 m2126;655;4;80;Streng;C - Lokale hovedveger;8;3;-76;0.4
1018462277;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282075.2 7040247.962);Malvik;5031;FV6706 S1D1 m1575;3100;10;60;Streng;B - Regionale hovedveger;16;3;162;2.6
1018462267;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282064.538 7040251.104);Malvik;5031;FV6706 S1D1 m1578;3100;10;60;Streng;B - Regionale hovedveger;16;3;162;2.6
1017517688;Dyrkamark/jordbruk;202123672-5;10.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2480532&VerID=2276100;Midlertidig tillatelse;02.03.2023;01.05.2023;;Privat;Privat;POINT(284537.081 7040788.23);Malvik;5031;FV6670 S1D1 m908;600;10;50;Mindre streng;D - Lokale samleveger;9;3;99999;5.0
723189404;Bolig;202341611-2;05.11.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=514431;Endret bruk;10.11.2023;;;Privat;Privat;POINT(285238.35 7041149.706);Malvik;5031;FV950 S2D1 m6213;4830;7;50;Streng;B - Regionale hovedveger;10;13;560;-1.0
1019158474;Bolig;202344503-3;05.12.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=517368#:~:text=Avkj%C3%B8rsel%20%2D%202/134-,Sak%3A%20202344503,-F%C3%B8lg;Endret bruk;08.05.2024;08.05.2027;;Privat;Privat;POINT(280782.785 7041180.377);Malvik;5031;FV6672 S2D1 m668;655;4;40;Streng;C - Lokale hovedveger;13;10;341;1.8
723189407;Bolig;202218597-2;03.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2125579&VerID=1943874;Midlertidig tillatelse;07.07.2022;31.01.2024;;;;POINT(284979.64 7041220.857);Malvik;5031;FV950 S2D1 m5946;4830;7;50;Streng;B - Regionale hovedveger;11;9;99999;-1.0
723189408;Gardsbruk;202218597-2;03.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2125579&VerID=1943874;Midlertidig tillatelse;10.05.2022;31.01.2024;;;;POINT(284894.909 7041240.68);Malvik;5031;FV950 S2D1 m5860;4830;7;70;Streng;B - Regionale hovedveger;11;14;99999;1.0
715416355;Bolig;202307434-2;10.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2443634&VerID=2242202;Utvidet bruk;23.01.2023;;;Privat;Privat;POINT(308498.774 7011634.08);Selbu;5032;FV705 S6D1 m244;700;15;60;Streng;B - Regionale hovedveger;4;1;600;-1.5
715416311;Bolig;202213649-2;14.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2066252&VerID=1887714;Avslag;24.03.2022;;;Privat;Privat;POINT(304978.63 7014164.552);Selbu;5032;FV705 S5D1 m4780;1800;12;60;Streng;B - Regionale hovedveger;15;0;99999;1.8
1018244618;Gardsbruk;202326815-2;16.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=499577;Varig tillatelse;01.09.2023;01.09.2026;;Privat;Privat;POINT(305898.545 7014280.802);Selbu;5032;FV6728 S1D1 m572;160;15;80;Lite streng;E - Lokale adkomstveger;10;0;-137;8.4
723319919;Bolig;202211534-2;17.02.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2063776&VerID=1885448;Utvidet bruk;22.03.2022;;;Privat;Privat;POINT(305797.986 7014431.204);Selbu;5032;FV6728 S1D1 m748;160;15;80;Lite streng;E - Lokale adkomstveger;13;0;99999;7.1
723319906;Bolig;202214695-1;17.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2088280&VerID=1909129;Utvidet bruk;31.03.2022;;;Privat;Privat;POINT(304314.611 7014781.889);Selbu;5032;FV6728 S1D1 m3568;160;15;80;Lite streng;E - Lokale adkomstveger;19;0;99999;-4.1
1016404736;Service;202233901-2;30.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2282080&VerID=2091414;Utvidet bruk;23.08.2022;23.08.2025;;Privat;Privat;POINT(297947.933 7016267.348);Selbu;5032;FV6722 S1D1 m3998;100;10;50;Lite streng;E - Lokale adkomstveger;15;3;-2249;1.5
715416197;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Denne avkjørselen skal saneres når ny er etablert. ;Privat;Privat;POINT(302817.256 7018478.44);Selbu;5032;FV705 S4D1 m3188;2200;13;60;Streng;B - Regionale hovedveger;15;11;-1212;5.2
715416196;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Eksisterende avkjørsel skal saneres. ;Privat;Privat;POINT(302836.318 7018487.454);Selbu;5032;FV705 S4D1 m3168;2200;13;60;Streng;B - Regionale hovedveger;15;11;-122;5.2
