"OBJ.VEGOBJEKT-ID";"EGS.BRUKSOMRÅDE.1256";"EGS.SAKSNUMMER.1822";"EGS.S√òKNAD MOTTATT DATO.12048";"EGS.ARKIVREFERANSE, URL.12050";"EGS.VEDTAK.10670";"EGS.VEDTAKSDATO.11444";"EGS.TILLATELSE GJELDER TIL DATO.12049";"EGS.TILLEGGSINFORMASJON.11566";"EGS.EIER.7993";"EGS.VEDLIKEHOLDSANSVARLIG.8056";"EGS.GEOMETRI, PUNKT.4753";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"VSR.VEGSYSTEMREFERANSE";"ADT_total";"√ÖDT, andel lange kj√∏ret√∏y";"Fartsgrense";"Holdningsklasse";"Funksjonsklasse";"Avkjorsler";"Trafikkulykker";"Vurdering";"Kommentar";"Kurvatur, horisontal";"Kurvatur, stigning";"ÅDT, total";"ÅDT, andel lange kjøretøy";"Avkjørsel, holdningsklasse";"Søknadstype"
1025288609;"Dyrkamark/jordbruk";"202540333";"09.09.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874";"";"24.09.2025";"01.01.2026";"";"Privat";"Privat";"POINT(266622.601 7016771.126)";"Melhus";5028;"FV6594 S1D1 m3433";703.0;9.0;50.0;"Streng";"C - Lokale hovedveger";8;3;"";"";-211.0;5.6;703.0;9.0;"Streng";""
716506620;"Skog/skogbruk";"202540333";"09.09.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874";"Midlertidig tillatelse";"24.09.2025";"01.01.2026";"";"Privat";"Privat";"POINT(266615.379 7016896.338)";"Melhus";5028;"FV6594 S1D1 m3564";703.0;9.0;60.0;"Streng";"C - Lokale hovedveger";7;4;"";"";398.0;8.9;703.0;9.0;"Streng";"Midlertidig tillatelse"
712146657;"Bolig";"202425670-2";"11.04.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569495";"Utvidet bruk";"15.04.2024";"15.04.2027";"";"Privat";"Privat";"POINT(262674.723 7016934.446)";"Melhus";5028;"FV6578 S1D1 m1718";109.0;8.0;60.0;"Lite streng";"E - Lokale adkomstveger";13;0;"";"";431.0;-1.0;109.0;8.0;"Lite streng";"Utvidet bruk"
1019887680;"Bolig";"202443180-2";"26.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587126";"Avslag";"20.09.2024";"20.09.2027";"";"";"";"POINT(263534.705 7023356.845)";"Melhus";5028;"FV6612 S1D1 m1160";1110.0;16.0;40.0;"Streng";"C - Lokale hovedveger";12;7;"";"";99999.0;2.9;1110.0;16.0;"Streng";"Varig tillatelse"
716024770;"Bolig";"202409654-2";"12.02.2024";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2939954&VerID=2752471";"Endret bruk";"14.02.2024";"14.02.2027";"";"Privat";"Privat";"POINT(255559.23 7020847.402)";"Skaun";5029;"FV708 S2D1 m2123";1630.0;9.0;50.0;"Streng";"C - Lokale hovedveger";6;9;"";"";-75.0;0.4;1630.0;9.0;"Streng";"Endret bruk"
719460544;"Gardsbruk";"202429778-2";"22.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573658";"Utvidet bruk";"28.06.2024";"28.06.2027";"";"Privat";"Privat";"POINT(252042.976 7031117.177)";"Skaun";5029;"FV6634 S1D1 m4622";707.0;10.0;50.0;"Lite streng";"E - Lokale adkomstveger";9;0;"";"";-92.0;-10.2;707.0;10.0;"Lite streng";"Utvidet bruk"
1024480013;"Bolig";"202524260";"03.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622256#";"Utvidet bruk";"12.06.2025";"";"";"Privat";"Privat";"POINT(252860.611 7031977.622)";"Skaun";5029;"FV6638 S1D1 m2754";679.0;6.0;50.0;"Lite streng";"E - Lokale adkomstveger";13;1;"";"";99999.0;-8.1;679.0;6.0;"Lite streng";"Utvidet bruk"
1018331967;"";"202518274-6";"08.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616202";"Varig tillatelse";"28.04.2025";"28.04.2028";"";"Privat";"Privat";"POINT(252860.499 7031977.771)";"Skaun";5029;"FV6638 S1D1 m2754";679.0;6.0;50.0;"Lite streng";"E - Lokale adkomstveger";13;1;"";"";99999.0;-8.1;679.0;6.0;"Lite streng";"Varig tillatelse"
719461991;"Industri";"202509642-2";"11.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=607527";"Utvidet bruk";"24.02.2025";"24.02.2028";"";"Privat";"Privat";"POINT(248782.463 7034186.258)";"Skaun";5029;"FV800 S3D1 m5236";1200.0;9.0;60.0;"Streng";"C - Lokale hovedveger";13;13;"";"";325.0;-0.2;1200.0;9.0;"Streng";"Utvidet bruk"
1018462284;"Service";"202118123-11";"19.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579";"Midlertidig tillatelse";"07.02.2025";"31.01.2026";"";"";"";"POINT(282054.151 7039940.829)";"Malvik";5031;"FV6706 S1D1 m1905";1200.0;12.0;60.0;"Streng";"B - Regionale hovedveger";14;3;"";"";99999.0;-0.4;1200.0;12.0;"Streng";"Midlertidig tillatelse"
1024479764;"Industri";"202118399";"23.05.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862";"Midlertidig tillatelse";"10.06.2025";"01.08.2027";"";"Stat, Nye Veier";"Nye Veier";"POINT(281709.222 7040046.681)";"Malvik";5031;"FV6672 S2D1 m2556";655.0;4.0;80.0;"Streng";"C - Lokale hovedveger";12;1;"";"";77.0;-1.2;655.0;4.0;"Streng";"Midlertidig tillatelse"
721361571;"Industri";"202118399";"23.05.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862";"Midlertidig tillatelse";"10.06.2025";"01.08.2027";"";"Privat";"Privat";"POINT(281416.477 7040049.648)";"Malvik";5031;"FV6672 S2D1 m2200";655.0;4.0;80.0;"Streng";"C - Lokale hovedveger";10;2;"";"";-52.0;3.8;655.0;4.0;"Streng";"Midlertidig tillatelse"
1024479975;"Industri";"202522039";"19.05.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=619988";"Midlertidig tillatelse";"11.06.2025";"01.08.2027";"";"Stat, Nye Veier";"Nye Veier";"POINT(281423.241 7040125.776)";"Malvik";5031;"FV6672 S2D1 m2126";655.0;4.0;80.0;"Streng";"C - Lokale hovedveger";8;3;"";"";-76.0;0.4;655.0;4.0;"Streng";"Midlertidig tillatelse"
1018462277;"Industri";"202118123-11";"19.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579";"Midlertidig tillatelse";"07.02.2025";"31.01.2026";"";"";"";"POINT(282075.2 7040247.962)";"Malvik";5031;"FV6706 S1D1 m1575";3100.0;10.0;60.0;"Streng";"B - Regionale hovedveger";16;3;"";"";162.0;2.6;3100.0;10.0;"Streng";"Midlertidig tillatelse"
1018462267;"Industri";"202118123-11";"19.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579";"Midlertidig tillatelse";"07.02.2025";"31.01.2026";"";"";"";"POINT(282064.538 7040251.104)";"Malvik";5031;"FV6706 S1D1 m1578";3100.0;10.0;60.0;"Streng";"B - Regionale hovedveger";16;3;"";"";162.0;2.6;3100.0;10.0;"Streng";"Midlertidig tillatelse"
715416197;"Bolig";"202508734-4";"02.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616";"Varig tillatelse";"14.04.2025";"14.04.2028";"Denne avkj√∏rselen skal saneres n√•r ny er etablert. ";"Privat";"Privat";"POINT(302817.256 7018478.44)";"Selbu";5032;"FV705 S4D1 m3188";2200.0;13.0;60.0;"Streng";"B - Regionale hovedveger";15;11;"";"";-1212.0;5.2;2200.0;13.0;"Streng";"Varig tillatelse"
715416196;"Bolig";"202508734-4";"02.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616";"Varig tillatelse";"14.04.2025";"14.04.2028";"Eksisterende avkj√∏rsel skal saneres. ";"Privat";"Privat";"POINT(302836.318 7018487.454)";"Selbu";5032;"FV705 S4D1 m3168";2200.0;13.0;60.0;"Streng";"B - Regionale hovedveger";15;11;"";"";-122.0;5.2;2200.0;13.0;"Streng";"Varig tillatelse"
1024535560;"Service";"202518786";"14.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616730#";"Varig tillatelse";"17.06.2025";"17.06.2028";"";"Privat";"Privat";"POINT(283832.646 7026479.574)";"Selbu";5032;"FV6676 S1D1 m5656";260.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";3;0;"";"";161.0;-3.4;260.0;9.0;"Lite streng";"Varig tillatelse"
1025214826;"Industri";"202536555";"20.08.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3503203&VerID=3300676";"Utvidet bruk";"22.08.2025";"";"";"Privat";"Privat";"POINT(342117.421 6979456.411)";"Tydal";5033;"FV705 S12D1 m4060";400.0;15.0;50.0;"Streng";"B - Regionale hovedveger";9;0;"";"";99999.0;-0.6;400.0;15.0;"Streng";"Utvidet bruk"
1025288124;"Industri";"202539574";"03.09.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637609#";"Midlertidig tillatelse";"15.09.2025";"15.09.2028";"";"Privat";"Privat";"POINT(330661.212 6994960.941)";"Tydal";5033;"FV705 S9D1 m9581";799.0;16.0;50.0;"Streng";"B - Regionale hovedveger";16;2;"";"";1210.0;-3.4;799.0;16.0;"Streng";"Midlertidig tillatelse"
1018715395;"Skog/skogbruk";"202344234-4";"23.01.2024";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2927554&VerID=2739479";"Varig tillatelse";"01.02.2024";"01.02.2027";"";"Privat";"Privat";"POINT(319348.863 6999982.948)";"Tydal";5033;"FV705 S8D1 m3966";799.0;16.0;80.0;"Streng";"B - Regionale hovedveger";1;1;"";"";99999.0;2.1;799.0;16.0;"Streng";"Varig tillatelse"
1019308425;"Bolig";"202432149-2";"17.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576044";"Varig tillatelse";"25.06.2024";"25.06.2027";"";"Privat";"Privat";"POINT(340703.223 7022217.101)";"Mer√•ker";5034;"FV6774 S1D1 m1912";160.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";4;0;"";"";-1797.0;3.1;160.0;9.0;"Lite streng";"Varig tillatelse"
1015585557;"Bolig";"201872074-10";"15.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=275747";"Utvidet bruk";"26.02.2025";"26.02.2028";"";"Privat";"Privat";"POINT(336983.032 7035964.155)";"Mer√•ker";5034;"FV6776 S1D1 m530";260.0;12.0;40.0;"Lite streng";"E - Lokale adkomstveger";4;4;"";"";201.0;0.0;260.0;12.0;"Lite streng";"Utvidet bruk"
1015589406;"Bolig";"202445702-2";"17.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589653";"Varig tillatelse";"27.09.2024";"27.09.2027";"Denne avkj√∏rselen skal saneres n√•r ny er etablert. ";"";"";"POINT(338204.532 7036480.192)";"Mer√•ker";5034;"FV6778 S1D1 m244";400.0;9.0;50.0;"Lite streng";"E - Lokale adkomstveger";14;0;"";"";-1029.0;-0.1;400.0;9.0;"Lite streng";"Varig tillatelse"
1019887878;"Bolig";"202445702-2";"17.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589653";"Varig tillatelse";"27.09.2024";"27.09.2027";"";"Privat";"Privat";"POINT(338220.078 7036503.781)";"Mer√•ker";5034;"FV6778 S1D1 m215";400.0;9.0;50.0;"Lite streng";"E - Lokale adkomstveger";14;0;"";"";-1029.0;-0.1;400.0;9.0;"Lite streng";"Varig tillatelse"
1015614262;"Bolig";"202518623";"10.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616551#";"Utvidet bruk";"01.07.2025";"01.07.2028";"";"Privat";"Privat";"POINT(298363.256 7039534.032)";"Stj√∏rdal";5035;"FV6786 S1D1 m2508";437.0;15.0;60.0;"Lite streng";"E - Lokale adkomstveger";8;0;"";"";175.0;4.5;437.0;15.0;"Lite streng";"Utvidet bruk"
1021165641;"Service";"202450343-2";"07.11.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=594367";"Midlertidig tillatelse";"11.11.2024";"15.11.2026";"";"Privat";"Privat";"POINT(296093.069 7041703.258)";"Stj√∏rdal";5035;"FV950 S4D1 m2989 KD1 m199";1500.0;10.0;60.0;"Streng";"B - Regionale hovedveger";4;39;"";"";-53.0;0.4;1500.0;10.0;"Streng";"Midlertidig tillatelse"
1015615252;"Bolig";"202412050-2";"01.03.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=555849";"Utvidet bruk";"20.03.2024";"20.03.2027";"";"Privat";"Privat";"POINT(297700.895 7041738.448)";"Stj√∏rdal";5035;"FV6788 S1D1 m1087";1500.0;8.0;50.0;"Lite streng";"E - Lokale adkomstveger";13;1;"";"";163.0;-2.7;1500.0;8.0;"Lite streng";"Utvidet bruk"
1015416774;"Bolig";"202217086-2, 202518155";"07.04.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2107459&VerID=1926952 , https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616083";"Utvidet bruk";"09.05.2025";"";"";"Privat";"Privat";"POINT(299726.388 7042071.113)";"Stj√∏rdal";5035;"FV6798 S1D1 m3080";1400.0;9.0;30.0;"Lite streng";"E - Lokale adkomstveger";35;1;"";"";99999.0;0.7;1400.0;9.0;"Lite streng";"Utvidet bruk"
1023139482;"Gardsbruk";"";"05.05.2025";"";"Avslag";"28.05.2025";"";"";"";"";"POINT(299390.433 7042211.376)";"Stj√∏rdal";5035;"FV6798 S1D1 m2717";1400.0;9.0;30.0;"Lite streng";"E - Lokale adkomstveger";25;1;"";"";99999.0;-1.7;1400.0;9.0;"Lite streng";""
1015616964;"Bolig";"202344176-5 ";"13.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=517041";"Utvidet bruk";"05.02.2025";"05.02.2028";"";"Privat";"Privat";"POINT(306527.39 7042737.405)";"Stj√∏rdal";5035;"FV6788 S2D1 m1244";160.0;5.0;50.0;"Lite streng";"E - Lokale adkomstveger";9;1;"";"";387.0;-6.2;160.0;5.0;"Lite streng";"Utvidet bruk"
1015969674;"Bolig";"202538769";"28.08.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636804#";"Utvidet bruk";"03.09.2025";"";"";"Privat";"Privat";"POINT(303635.731 7045553.349)";"Stj√∏rdal";5035;"FV6794 S1D1 m2720";760.0;9.0;60.0;"Lite streng";"E - Lokale adkomstveger";10;0;"";"";-261.0;-4.5;760.0;9.0;"Lite streng";"Utvidet bruk"
1015979932;"Bolig";"202533389";"06.08.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3514505&VerID=3311639";"Utvidet bruk";"01.09.2025";"01.09.2028";"";"Privat";"Privat";"POINT(293852.248 7046592.443)";"Stj√∏rdal";5035;"FV6810 S1D1 m2571";600.0;11.0;60.0;"Lite streng";"E - Lokale adkomstveger";7;1;"";"";57.0;6.7;600.0;11.0;"Lite streng";"Utvidet bruk"
1015986741;"Gardsbruk";"202506650-2";"14.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604528";"Utvidet bruk";"17.01.2025";"17.01.2028";"";"Privat";"Privat";"POINT(290222.928 7046762.117)";"Stj√∏rdal";5035;"FV6810 S1D10 m783";260.0;8.0;50.0;"Lite streng";"E - Lokale adkomstveger";19;0;"";"";-1841.0;-0.3;260.0;8.0;"Lite streng";"Utvidet bruk"
1019227327;"Gardsbruk";"202430135-2";"27.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574025";"Varig tillatelse";"06.06.2024";"06.06.2027";"";"Privat";"Privat";"POINT(296600.176 7047006.086)";"Stj√∏rdal";5035;"FV6806 S2D1 m2439";653.0;6.0;60.0;"Lite streng";"E - Lokale adkomstveger";10;0;"";"";-1305.0;4.6;653.0;6.0;"Lite streng";"Varig tillatelse"
1015971195;"Dyrkamark/jordbruk";"202424575-2";"04.04.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=568376";"Utvidet bruk";"04.06.2024";"04.06.2027";"";"Privat";"Privat";"POINT(305171.8 7047108.09)";"Stj√∏rdal";5035;"FV6794 S1D1 m5036";760.0;9.0;60.0;"Lite streng";"E - Lokale adkomstveger";10;1;"";"";99999.0;-2.1;760.0;9.0;"Lite streng";"Utvidet bruk"
1016000745;"Gardsbruk";"202408107-2";"25.01.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551812";"Utvidet bruk";"02.02.2024";"02.02.2027";"";"Privat";"Privat";"POINT(295995.38 7047890.104)";"Stj√∏rdal";5035;"FV6808 S1D1 m2597";500.0;15.0;80.0;"Lite streng";"E - Lokale adkomstveger";9;0;"";"";254.0;4.2;500.0;15.0;"Lite streng";"Utvidet bruk"
1015986865;"Bolig";"202536496";"19.08.2025";"https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3509329&VerID=3306653";"Utvidet bruk";"27.08.2025";"27.08.2028";"";"Privat";"Privat";"POINT(291241.243 7048945.053)";"Stj√∏rdal";5035;"FV6810 S1D1 m8760";440.0;10.0;60.0;"Lite streng";"E - Lokale adkomstveger";13;0;"";"";99999.0;-0.6;440.0;10.0;"Lite streng";"Utvidet bruk"
1016009240;"Bolig";"202428536-2";"02.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572382";"Utvidet bruk";"08.05.2024";"08.05.2027";"";"Privat";"Privat";"POINT(293353.773 7049056.654)";"Stj√∏rdal";5035;"FV6812 S1D1 m4992";3200.0;11.0;40.0;"Mindre streng";"D - Lokale samleveger";11;5;"";"";-310.0;4.2;3200.0;11.0;"Mindre streng";"Utvidet bruk"
1019085978;"Bolig";"202407922-3";"25.01.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551627";"Utvidet bruk";"25.04.2024";"25.04.2027";"";"Privat";"Privat";"POINT(291117.896 7050102.725)";"Stj√∏rdal";5035;"FV6810 S1D1 m10291";400.0;11.0;60.0;"Lite streng";"E - Lokale adkomstveger";0;0;"";"";14.0;6.0;400.0;11.0;"Lite streng";"Utvidet bruk"
1022499811;"Bolig";"202517164-2";"19.03.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615092";"Endret bruk";"04.04.2025";"04.04.2028";"";"Privat";"Privat";"POINT(303967.511 7050806.696)";"Stj√∏rdal";5035;"FV6816 S1D1 m11376";300.0;22.0;80.0;"Lite streng";"E - Lokale adkomstveger";0;0;"";"";-353.0;-4.9;300.0;22.0;"Lite streng";"Endret bruk"
1024480018;"Industri";"202523696";"28.05.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=621675#";"Midlertidig tillatelse";"13.06.2025";"13.06.2028";"";"Privat";"Privat";"POINT(292469.898 7051796.675)";"Stj√∏rdal";5035;"FV6814 S1D1 m6684";400.0;13.0;40.0;"Lite streng";"E - Lokale adkomstveger";12;0;"";"";-91.0;11.5;400.0;13.0;"Lite streng";"Midlertidig tillatelse"
1016030298;"Gardsbruk";"202452669-2 ";"06.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596734";"Utvidet bruk";"24.01.2025";"24.01.2028";"";"Privat";"Privat";"POINT(284656.933 7054577.347)";"Frosta";5036;"FV6830 S1D1 m1581";300.0;12.0;60.0;"Lite streng";"E - Lokale adkomstveger";14;0;"";"";99999.0;4.6;300.0;12.0;"Lite streng";"Utvidet bruk"
1016030217;"Gardsbruk";"202403357-2";"08.01.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=547049";"Utvidet bruk";"22.04.2024";"22.04.2027";"";"Privat";"Privat";"POINT(286140.329 7056116.509)";"Frosta";5036;"FV6828 S1D1 m752";300.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";16;3;"";"";99999.0;1.1;300.0;9.0;"Lite streng";"Utvidet bruk"
1018884272;"Gardsbruk";"202327538-4";"19.02.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=500300";"Utvidet bruk";"21.02.2024";"21.02.2027";"";"Privat";"Privat";"POINT(314802.207 7058323.495)";"Levanger";5037;"FV6868 S1D1 m4522";280.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";2;0;"";"";306.0;-20.6;280.0;9.0;"Lite streng";"Utvidet bruk"
1016121109;"Gardsbruk";"202519063-2";"09.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007";"Varig tillatelse";"24.04.2025";"24.04.2028";"Skal saneres n√•r ny er utbedret. ";"Privat";"Privat";"POINT(305497.862 7061722.323)";"Levanger";5037;"FV6854 S1D1 m1381";500.0;10.0;50.0;"Mindre streng";"D - Lokale samleveger";12;0;"";"";-88.0;0.5;500.0;10.0;"Mindre streng";"Varig tillatelse"
1016121110;"Gardsbruk";"202519063-2";"09.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007";"Varig tillatelse";"24.04.2025";"24.04.2028";"Skal saneres n√•r ny avkj√∏rsel er utbedret. ";"Privat";"Privat";"POINT(305506.751 7061736.879)";"Levanger";5037;"FV6854 S1D1 m1398";500.0;10.0;50.0;"Mindre streng";"D - Lokale samleveger";12;0;"";"";-88.0;0.5;500.0;10.0;"Mindre streng";"Varig tillatelse"
1022500010;"Gardsbruk";"202519063-2";"09.04.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007";"Varig tillatelse";"24.04.2025";"24.04.2028";"To eldre avkj√∏rsler skal saneres n√•r denne er utbedret. ";"Privat";"Privat";"POINT(305513.309 7061748.185)";"Levanger";5037;"FV6854 S1D1 m1411";500.0;10.0;50.0;"Mindre streng";"D - Lokale samleveger";14;0;"";"";-88.0;0.5;500.0;10.0;"Mindre streng";"Varig tillatelse"
1016121144;"Gardsbruk";"202422917-2";"21.03.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566717";"Utvidet bruk";"04.04.2024";"04.04.2027";"";"Privat";"Privat";"POINT(307150.839 7063539.271)";"Levanger";5037;"FV6854 S1D1 m3912";500.0;10.0;80.0;"Mindre streng";"D - Lokale samleveger";13;1;"";"";-158.0;-0.2;500.0;10.0;"Mindre streng";"Utvidet bruk"
1016010567;"Gardsbruk";"202400829-2 ";"02.01.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=544521";"Utvidet bruk";"08.01.2024";"08.01.2027";"";"Privat";"Privat";"POINT(304250.074 7068953.184)";"Levanger";5037;"FV6818 S3D1 m370";800.0;10.0;50.0;"Mindre streng";"D - Lokale samleveger";12;1;"";"";137.0;-1.3;800.0;10.0;"Mindre streng";"Utvidet bruk"
1022274189;"Bolig";"202508156-2";"21.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606038";"Utvidet bruk";"03.03.2025";"03.03.2028";"";"Privat";"Privat";"POINT(313018.632 7070402.915)";"Levanger";5037;"FV6866 S1D1 m1335";2000.0;7.0;70.0;"Lite streng";"E - Lokale adkomstveger";11;0;"";"";-708.0;-5.4;2000.0;7.0;"Lite streng";"Utvidet bruk"
1016263104;"Bolig";"202441955-2";"20.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585901";"Utvidet bruk";"12.09.2024";"12.09.2027";"";"Privat";"Privat";"POINT(318581.32 7070574.651)";"Levanger";5037;"FV6874 S1D1 m5605";1160.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";8;1;"";"";128.0;2.8;1160.0;9.0;"Lite streng";"Utvidet bruk"
1016264824;"Gardsbruk";"202440441-2";"14.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584387";"Utvidet bruk";"19.08.2024";"19.08.2027";"";"Privat";"Privat";"POINT(318731.747 7073360.502)";"Levanger";5037;"FV6876 S1D1 m1668";952.0;14.0;30.0;"Lite streng";"E - Lokale adkomstveger";10;1;"";"";2054.0;-6.0;952.0;14.0;"Lite streng";"Utvidet bruk"
1016260921;"Bolig";"202431249-2";"11.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575144";"Utvidet bruk";"28.06.2024";"28.06.2027";"";"Privat";"Privat";"POINT(316407.849 7074189.847)";"Levanger";5037;"FV6866 S2D1 m5062";4160.0;5.0;50.0;"Mindre streng";"D - Lokale samleveger";8;22;"";"";-278.0;-5.6;4160.0;5.0;"Mindre streng";"Utvidet bruk"
1016266255;"Bolig";"202507344-2 ";"20.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605222";"Utvidet bruk";"24.01.2025";"24.01.2028";"";"Privat";"Privat";"POINT(322693.195 7075634.846)";"Levanger";5037;"FV6888 S1D1 m4512";600.0;9.0;50.0;"Lite streng";"E - Lokale adkomstveger";12;0;"";"";-1806.0;-6.6;600.0;9.0;"Lite streng";"Utvidet bruk"
1019887837;"Bolig";"202445266-2";"12.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589216";"Varig tillatelse";"24.09.2024";"24.09.2027";"";"Privat";"Privat";"POINT(325362.283 7074737.355)";"Verdal";5038;"FV6882 S1D1 m1478";450.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";8;0;"";"";99999.0;5.7;450.0;9.0;"Lite streng";"Varig tillatelse"
