"OBJ.VEGOBJEKT-ID";"EGS.BRUKSOMRÅDE.1256";"EGS.SAKSNUMMER.1822";"EGS.S√òKNAD MOTTATT DATO.12048";"EGS.ARKIVREFERANSE, URL.12050";"EGS.VEDTAK.10670";"EGS.VEDTAKSDATO.11444";"EGS.TILLATELSE GJELDER TIL DATO.12049";"EGS.TILLEGGSINFORMASJON.11566";"EGS.EIER.7993";"EGS.VEDLIKEHOLDSANSVARLIG.8056";"EGS.GEOMETRI, PUNKT.4753";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"VSR.VEGSYSTEMREFERANSE";"ADT_total";"√ÖDT, andel lange kj√∏ret√∏y";"Fartsgrense";"Holdningsklasse";"Funksjonsklasse";"Avkjorsler";"Trafikkulykker";"Vurdering";"Kommentar";"Kurvatur, horisontal";"Kurvatur, stigning";"ÅDT, total";"ÅDT, andel lange kjøretøy";"Avkjørsel, holdningsklasse";"Søknadstype"
1019279230;"Industri";"202431832-2";"12.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575727";"Midlertidig tillatelse";"18.06.2024";"12.07.2024";"Midlertidig anleggs avkj√∏rsel. ";"Privat";"Privat";"POINT(271370.412 7041435.664)";"Trondheim";5001;"FV6666 S1D1 m1798";7400.0;4.0;40.0;"Streng";"C - Lokale hovedveger";28;35;"";"";99999.0;-3.2;7400.0;4.0;"Streng";"Midlertidig tillatelse"
1021165690;"Service";"202448801-5";"18.11.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592799";"Varig tillatelse";"08.01.2025";"08.01.2028";"";"";"";"POINT(272007.059 7043006.984)";"Trondheim";5001;"FV6668 S1D1 m845 KD1 m46";"";"";50.0;"";"B - Regionale hovedveger";20;18;"";"";-16.0;3.0;"";"";"";"Varig tillatelse"
1019335076;"Hytte";"202431739-2";"12.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575634";"Avslag";"28.06.2024";"28.06.2027";"";"";"";"POINT(290183.277 7087946.579)";"Steinkjer";5006;"FV720 S7D1 m8123";120.0;19.0;80.0;"Streng";"B - Regionale hovedveger";3;1;"";"";-948.0;-2.6;120.0;19.0;"Streng";"Varig tillatelse"
1019227619;"Skog/skogbruk";"202430782-2";"05.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574673";"Midlertidig tillatelse";"06.06.2024";"15.07.2024";"";"Privat";"Privat";"POINT(295013.523 7089932.037)";"Steinkjer";5006;"FV720 S8D1 m3601";120.0;19.0;60.0;"Streng";"B - Regionale hovedveger";13;1;"";"";-805.0;-0.3;120.0;19.0;"Streng";"Midlertidig tillatelse"
1015245593;"Bolig";"202440622-3";"20.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568";"Utvidet bruk";"22.08.2024";"22.08.2027";"";"Privat";"Privat";"POINT(333545.108 7095025.556)";"Steinkjer";5006;"FV759 S3D1 m2783";600.0;15.0;60.0;"Streng";"C - Lokale hovedveger";7;0;"";"";99999.0;3.7;600.0;15.0;"Streng";"Utvidet bruk"
1015245594;"Bolig";"202440622-3";"20.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568";"Varig tillatelse";"22.08.2024";"22.08.2027";"Skal saneres. ";"Privat";"Privat";"POINT(333571.426 7095095.241)";"Steinkjer";5006;"FV759 S3D1 m2856";600.0;15.0;60.0;"Streng";"C - Lokale hovedveger";8;0;"";"";99999.0;3.7;600.0;15.0;"Streng";"Varig tillatelse"
1015534110;"Gardsbruk";"202428974-2";"09.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854";"Varig tillatelse";"24.05.2024";"24.05.2027";"Denne avkj√∏rselen skal stenges, da vi har gitt tillatelse til √• flytte avkj√∏rselen litt nord-√∏st. ";"Privat";"Privat";"POINT(339650.298 7103427.93)";"Steinkjer";5006;"FV762 S3D1 m4155";523.0;11.0;40.0;"Mindre streng";"D - Lokale samleveger";7;0;"";"";-68.0;10.3;523.0;11.0;"Mindre streng";"Varig tillatelse"
1015534112;"Gardsbruk";"202428974-2";"09.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854";"Varig tillatelse";"24.05.2024";"24.05.2027";"Flytting av avkj√∏rsel, eksisterende skal stenges. ";"Privat";"Privat";"POINT(339692.01 7103479.286)";"Steinkjer";5006;"FV762 S3D1 m4221";523.0;11.0;40.0;"Mindre streng";"D - Lokale samleveger";7;0;"";"";591.0;-0.3;523.0;11.0;"Mindre streng";"Varig tillatelse"
1019308059;"Bolig";"202429833-2";"22.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573713";"Varig tillatelse";"21.06.2024";"21.06.2027";"";"Privat";"Privat";"POINT(331338.012 7104918.462)";"Steinkjer";5006;"FV6970 S1D1 m1115";400.0;8.0;30.0;"Lite streng";"E - Lokale adkomstveger";33;1;"Enkel";"";-341.0;-0.8;400.0;8.0;"Lite streng";"Varig tillatelse"
1022497014;"Skog/skogbruk";"202513686-2";"14.03.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611595";"Varig tillatelse";"18.03.2025";"18.03.2028";"";"Privat";"Privat";"POINT(304972.252 7105162.183)";"Steinkjer";5006;"FV6330 S6D1 m3035";260.0;10.0;80.0;"Lite streng";"E - Lokale adkomstveger";0;1;"Enkel";"";-361.0;2.2;260.0;10.0;"Lite streng";"Varig tillatelse"
1015534426;"Bolig";"202510793-2";"20.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608687";"Utvidet bruk";"10.03.2025";"10.03.2028";"";"Privat";"Privat";"POINT(334397.636 7107161.933)";"Steinkjer";5006;"FV763 S1D1 m7609";1300.0;15.0;80.0;"Streng";"C - Lokale hovedveger";4;5;"";"";99999.0;-2.3;1300.0;15.0;"Streng";"Utvidet bruk"
1014874163;"Gardsbruk";"202435437-2";"17.07.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579352";"Utvidet bruk";"18.07.2024";"18.07.2027";"";"Privat";"Privat";"POINT(319788.269 7107956.412)";"Steinkjer";5006;"FV6982 S2D1 m1859";450.0;15.0;80.0;"Mindre streng";"D - Lokale samleveger";6;0;"";"";99999.0;-0.3;450.0;15.0;"Mindre streng";"Utvidet bruk"
1019733620;"Bolig";"202441735-2 ";"18.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585681";"Avslag";"21.08.2024";"21.08.2027";"";"";"";"POINT(336210.636 7110538.584)";"Steinkjer";5006;"FV6980 S1D1 m192";160.0;9.0;50.0;"Lite streng";"E - Lokale adkomstveger";17;0;"Vanskelig";"";-1039.0;0.6;160.0;9.0;"Lite streng";"Varig tillatelse"
1016026764;"Gardsbruk";"202422379-2";"13.03.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566179";"Utvidet bruk";"05.04.2024";"05.04.2027";"";"Privat";"Privat";"POINT(331826.711 7118164.849)";"Steinkjer";5006;"FV6996 S1D1 m9039";200.0;13.0;80.0;"Lite streng";"E - Lokale adkomstveger";7;0;"Enkel";"";-89.0;11.7;200.0;13.0;"Lite streng";"Utvidet bruk"
1022499882;"Skog/skogbruk";"202513137-2";"10.03.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611041";"Varig tillatelse";"04.04.2025";"04.04.2028";"";"Privat";"Privat";"POINT(337986.377 7119451.942)";"Steinkjer";5006;"FV6994 S1D1 m6643";120.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";4;0;"Enkel";"";-1000.0;3.3;120.0;9.0;"Lite streng";"Varig tillatelse"
1024620046;"Skog/skogbruk";"202525997";"23.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624007#";"Varig tillatelse";"08.07.2025";"08.07.2028";"";"Privat";"Privat";"POINT(332171.417 7142368.89)";"Namsos";5007;"FV7062 S1D1 m5801";548.0;14.0;80.0;"Lite streng";"E - Lokale adkomstveger";1;0;"Enkel";"";-124.0;-0.9;548.0;14.0;"Lite streng";"Varig tillatelse"
1024620849;"Skog/skogbruk";"202524395";"09.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622391#";"Varig tillatelse";"11.07.2025";"11.07.2028";"";"Privat";"Privat";"POINT(310523.822 7150549.869)";"Namsos";5007;"FV766 S3D1 m4710";625.0;12.0;80.0;"Streng";"C - Lokale hovedveger";3;1;"";"";99999.0;0.2;625.0;12.0;"Streng";"Varig tillatelse"
1025232234;"Bolig";"202538087";"25.08.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636119#";"Midlertidig tillatelse";"09.09.2025";"";"Tillatelse fram til reguleringsplan er p√• plass. ";"Privat";"Privat";"POINT(321895.401 7159957.115)";"Namsos";5007;"FV7068 S1D1 m163";557.0;33.0;50.0;"Lite streng";"E - Lokale adkomstveger";12;1;"Vanskelig";"Eksisterer en reguleringsplan som ikke er iverksatt";-296.0;2.6;557.0;33.0;"Lite streng";"Midlertidig tillatelse"
1025232185;"Bolig";"202445272";"11.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589222#";"Varig tillatelse";"05.09.2025";"05.09.2028";"";"Privat";"Privat";"POINT(334716.802 7160954.64)";"Namsos";5007;"FV7066 S1D1 m834";300.0;9.0;60.0;"Lite streng";"E - Lokale adkomstveger";7;1;"Vanskelig";"Kvikkleire";-47.0;-1.0;300.0;9.0;"Lite streng";"Varig tillatelse"
1025232213;"Skog/skogbruk";"202539131";"29.08.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637166#";"Midlertidig tillatelse";"08.09.2025";"24.10.2025";"";"Privat";"Privat";"POINT(332187.392 7164178.982)";"Namsos";5007;"FV769 S3D1 m1734";883.0;14.0;80.0;"Streng";"C - Lokale hovedveger";3;1;"";"";-211.0;-6.3;883.0;14.0;"Streng";"Midlertidig tillatelse"
1016343874;"Gardsbruk";"202431822-2";"13.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575717";"Utvidet bruk";"03.07.2024";"03.07.2027";"";"Privat";"Privat";"POINT(341274.302 7167252.592)";"Namsos";5007;"FV7066 S2D1 m3636";200.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";15;0;"Enkel";"";1183.0;-3.1;200.0;9.0;"Lite streng";"Utvidet bruk"
1024050683;"Service";"202522246";"21.05.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=620195#";"Varig tillatelse";"05.06.2025";"05.06.2028";"";"Privat";"Privat";"POINT(321005.624 7173319.1)";"Namsos";5007;"FV7082 S1D10 m176";32.0;16.0;80.0;"Lite streng";"E - Lokale adkomstveger";6;0;"Vanskelig";"Tettheten av avkjørsler, mulige alternativer burde vært vurdert";99999.0;-0.4;32.0;16.0;"Lite streng";"Varig tillatelse"
1024619858;"Dyrkamark/jordbruk";"202525123";"17.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623119#";"Varig tillatelse";"04.07.2025";"04.07.2028";"";"Privat";"Privat";"POINT(320992.504 7173508.176)";"Namsos";5007;"FV7082 S1D1 m526";100.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";7;0;"Enkel";"";99999.0;3.0;100.0;9.0;"Lite streng";"Varig tillatelse"
615921561;"Gardsbruk";"202511140-3";"24.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=609034";"Utvidet bruk";"21.03.2025";"21.03.2028";"";"Privat";"Privat";"POINT(182560.47 7076501.77)";"Fr√∏ya";5014;"FV6462 S1D1 m2349";200.0;22.0;50.0;"Lite streng";"E - Lokale adkomstveger";20;1;"Enkel";"";886.0;-2.6;200.0;22.0;"Lite streng";"Utvidet bruk"
615921104;"Bolig";"202510877-2";"21.02.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608771";"Endret bruk";"14.03.2025";"14.03.2028";"";"Privat";"Privat";"POINT(173711.553 7078244.487)";"Fr√∏ya";5014;"FV6460 S2D1 m183";400.0;25.0;60.0;"Lite streng";"E - Lokale adkomstveger";11;1;"Enkel";"";99999.0;0.0;400.0;25.0;"Lite streng";"Endret bruk"
1024052167;"Bolig";"202451687";"19.05.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595734#";"Utvidet bruk";"04.06.2025";"04.06.2028";"Gammel avkj√∏ring, krysser GSV, skal stenges.";"Privat";"Privat";"POINT(194838.313 7078803.587)";"Fr√∏ya";5014;"FV714 S11D1 m8695";3700.0;8.0;50.0;"Streng";"B - Regionale hovedveger";4;2;"";"";99999.0;0.0;3700.0;8.0;"Streng";"Utvidet bruk"
718276538;"Bolig";"202525956";"23.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623966";"Endret bruk";"22.07.2025";"22.07.2028";"";"Privat";"Privat";"POINT(182408.496 7079546.946)";"Fr√∏ya";5014;"FV716 S3D1 m629";500.0;10.0;80.0;"Mindre streng";"D - Lokale samleveger";8;1;"";"";99999.0;-6.6;500.0;10.0;"Mindre streng";"Endret bruk"
717399010;"Bolig";"202407942-2";"22.01.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551647";"Endret bruk";"22.02.2024";"22.02.2027";"";"Privat";"Privat";"POINT(196054.449 7080152.102)";"Fr√∏ya";5014;"FV714 S12D1 m1835";3700.0;8.0;70.0;"Streng";"B - Regionale hovedveger";9;5;"";"";2305.0;-0.1;3700.0;8.0;"Streng";"Endret bruk"
1021976572;"Industri";"202451678-4";"27.11.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595725";"Utvidet bruk";"17.12.2024";"17.12.2027";"";"Privat";"Privat";"POINT(197915.759 7085519.659)";"Fr√∏ya";5014;"FV6476 S1D1 m3114";300.0;9.0;60.0;"Lite streng";"E - Lokale adkomstveger";7;1;"Enkel";"";-460.0;0.8;300.0;9.0;"Lite streng";"Utvidet bruk"
718276408;"Bolig";"202539398";"05.07.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637433";"Utvidet bruk";"18.09.2025";"";"";"Privat";"Privat";"POINT(191420.488 7086036.562)";"Fr√∏ya";5014;"FV716 S1D1 m4471";651.0;8.0;60.0;"Mindre streng";"D - Lokale samleveger";10;12;"";"";-199.0;-4.8;651.0;8.0;"Mindre streng";"Utvidet bruk"
718276409;"Forretning";"202526054";"23.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624064#";"Utvidet bruk";"30.06.2025";"30.06.2028";"";"Privat";"Privat";"POINT(191371.59 7086050.873)";"Fr√∏ya";5014;"FV716 S1D1 m4517";651.0;8.0;60.0;"Mindre streng";"D - Lokale samleveger";10;12;"";"";-199.0;-4.8;651.0;8.0;"Mindre streng";"Utvidet bruk"
616112989;"Bolig";"202452414-11";"30.12.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596479";"Varig tillatelse";"31.03.2025";"31.03.2028";"";"Privat";"Privat";"POINT(188109.448 7089331.071)";"Fr√∏ya";5014;"FV6466 S1D1 m9328";450.0;8.0;50.0;"Lite streng";"E - Lokale adkomstveger";8;2;"";"";99999.0;1.4;450.0;8.0;"Lite streng";"Varig tillatelse"
616206690;"Service";"202412783-2";"07.03.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556582";"Varig tillatelse";"18.03.2024";"18.03.2027";"";"";"";"POINT(178726.758 7096163.418)";"Fr√∏ya";5014;"FV6470 S3D1 m2848";80.0;9.0;30.0;"Lite streng";"E - Lokale adkomstveger";49;0;"Vanskelig";"";99999.0;0.3;80.0;9.0;"Lite streng";"Varig tillatelse"
1022274500;"Bolig";"202506587-4";"15.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604465";"Varig tillatelse";"21.02.2025";"21.02.2028";"";"Privat";"Privat";"POINT(178632.998 7096548.016)";"Fr√∏ya";5014;"FV6470 S3D1 m3246";80.0;9.0;30.0;"Lite streng";"E - Lokale adkomstveger";33;0;"Vanskelig";"";99999.0;-1.0;80.0;9.0;"Lite streng";"Varig tillatelse"
1019482743;"Hytte";"202434848-2";"04.07.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=578763";"Varig tillatelse";"11.07.2024";"11.07.2027";"";"Privat";"Privat";"POINT(245269.104 6963454.785)";"Rennebu";5022;"FV6510 S1D1 m4108";120.0;17.0;60.0;"Lite streng";"E - Lokale adkomstveger";16;1;"Enkel";"";540.0;-9.6;120.0;17.0;"Lite streng";"Varig tillatelse"
708823890;"Bolig";"202445558-2";"16.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589509";"Utvidet bruk";"18.09.2024";"16.09.2027";"";"Privat";"Privat";"POINT(308733.865 6941614.713)";"R√∏ros";5025;"FV6524 S1D1 m7458";243.0;12.0;60.0;"Lite streng";"E - Lokale adkomstveger";11;0;"Enkel";"";99999.0;-3.4;243.0;12.0;"Lite streng";"Utvidet bruk"
708823855;"Bolig";"202408502-2";"01.02.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=552221";"Utvidet bruk";"02.02.2024";"02.02.2027";"";"Privat";"Privat";"POINT(311252.442 6944681.158)";"R√∏ros";5025;"FV6524 S1D1 m3183";243.0;12.0;50.0;"Lite streng";"E - Lokale adkomstveger";10;2;"";"";-709.0;12.2;243.0;12.0;"Lite streng";"Utvidet bruk"
601768567;"Hytte";"202431504";"11.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575399#";"Utvidet bruk";"18.08.2025";"18.08.2028";"";"Privat";"Privat";"POINT(316047.411 6945347.233)";"R√∏ros";5025;"FV31 S2D1 m1574";612.0;17.0;80.0;"Streng";"B - Regionale hovedveger";12;3;"";"";478.0;1.3;612.0;17.0;"Streng";"Utvidet bruk"
601768724;"Gardsbruk";"202432954-2";"23.06.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576869";"Utvidet bruk";"28.06.2024";"28.06.2027";"";"Privat";"Privat";"POINT(340065.03 6949943.177)";"R√∏ros";5025;"FV31 S6D1 m695";603.0;11.0;50.0;"Streng";"B - Regionale hovedveger";14;1;"";"";99999.0;0.3;603.0;11.0;"Streng";"Utvidet bruk"
601256284;"Hytte";"202451971-2";"28.11.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596029";"Utvidet bruk";"02.12.2024";"02.12.2027";"";"Privat";"Privat";"POINT(312433.955 6962472.107)";"Holt√•len";5026;"FV30 S10D1 m58";1480.0;27.0;80.0;"Streng";"B - Regionale hovedveger";7;1;"";"";99999.0;0.4;1480.0;27.0;"Streng";"Utvidet bruk"
1019089304;"Service";"202428141-2";"26.04.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983";"Midlertidig tillatelse";"29.04.2024";"29.06.2024";"";"Privat";"Privat";"POINT(312778.629 6963338.363)";"Holt√•len";5026;"FV30 S9D1 m10418";1480.0;27.0;80.0;"Streng";"B - Regionale hovedveger";3;1;"";"";-1564.0;0.4;1480.0;27.0;"Streng";"Midlertidig tillatelse"
601256275;"Dyrkamark/jordbruk";"202428141-2";"26.04.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983";"Midlertidig tillatelse";"29.04.2024";"29.06.2024";"";"Privat";"Privat";"POINT(312877.772 6964018.473)";"Holt√•len";5026;"FV30 S9D1 m9719";1480.0;27.0;70.0;"Streng";"B - Regionale hovedveger";12;2;"";"";-352.0;4.6;1480.0;27.0;"Streng";"Midlertidig tillatelse"
1019750639;"";"202441103-2";"15.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585049";"Varig tillatelse";"30.08.2024";"30.08.2027";"";"Privat";"Privat";"POINT(269122.226 6979120.961)";"Midtre Gauldal";5027;"FV6556 S1D1 m1745";220.0;9.0;80.0;"Lite streng";"E - Lokale adkomstveger";8;0;"Vanskelig";"";-313.0;5.2;220.0;9.0;"Lite streng";"Varig tillatelse"
711294888;"Gardsbruk";"202445264-3";"12.09.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589214";"Utvidet bruk";"17.09.2024";"17.09.2027";"";"Privat";"Privat";"POINT(266471.355 6983338.897)";"Midtre Gauldal";5027;"FV6560 S2D1 m6343";350.0;10.0;80.0;"Mindre streng";"D - Lokale samleveger";14;1;"";"";99999.0;2.9;350.0;10.0;"Mindre streng";"Utvidet bruk"
1022274845;"Bolig";"202507565-2 ";"21.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605443";"Varig tillatelse";"27.01.2025";"27.01.2028";"";"Privat";"Privat";"POINT(266666.47 6983452.878)";"Midtre Gauldal";5027;"FV6560 S2D1 m6568";350.0;10.0;80.0;"Mindre streng";"D - Lokale samleveger";10;2;"";"";2652.0;-8.0;350.0;10.0;"Mindre streng";"Varig tillatelse"
1022274804;"Skog/skogbruk";"202507342-2";"20.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605220";"Avslag";"30.01.2025";"30.01.2028";"";"Privat";"Privat";"POINT(264471.307 6985127.652)";"Midtre Gauldal";5027;"FV6560 S2D1 m2616";359.0;16.0;80.0;"Mindre streng";"D - Lokale samleveger";11;2;"";"";99999.0;-0.2;359.0;16.0;"Mindre streng";"Varig tillatelse"
1021982141;"Bolig";"202451505-3";"22.11.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595532";"Varig tillatelse";"20.01.2025";"20.01.2028";"";"Privat";"Privat";"POINT(264420.839 6986685.509)";"Midtre Gauldal";5027;"FV6560 S2D1 m1002";359.0;16.0;80.0;"Mindre streng";"D - Lokale samleveger";10;0;"";"";506.0;3.9;359.0;16.0;"Mindre streng";"Varig tillatelse"
601255911;"Bolig";"202409655-2";"12.02.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553378";"Utvidet bruk";"13.02.2024";"13.02.2027";"";"Privat";"Privat";"POINT(277446.63 6987653.629)";"Midtre Gauldal";5027;"FV30 S3D1 m5919";1500.0;14.0;80.0;"Streng";"B - Regionale hovedveger";8;1;"";"";99999.0;0.8;1500.0;14.0;"Streng";"Utvidet bruk"
711295032;"Dyrkamark/jordbruk";"202443793-2";"28.08.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587740";"Endret bruk";"02.09.2024";"02.09.2027";"";"Privat";"Privat";"POINT(271660.967 6987848.939)";"Midtre Gauldal";5027;"FV6560 S4D1 m2072";244.0;13.0;80.0;"Lite streng";"E - Lokale adkomstveger";12;0;"Vanskelig";"";-2863.0;-2.2;244.0;13.0;"Lite streng";"Endret bruk"
1021165598;"Skog/skogbruk";"202448159-2";"10.10.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592157";"Midlertidig tillatelse";"29.10.2024";"29.10.2026";"Skal saneres etter bruk. ";"Privat";"Privat";"POINT(289708.687 6988010.643)";"Midtre Gauldal";5027;"FV30 S5D1 m3095";1300.0;10.0;80.0;"Streng";"B - Regionale hovedveger";2;4;"";"";-551.0;-2.4;1300.0;10.0;"Streng";"Midlertidig tillatelse"
711635956;"Hytte";"202508189-2 ";"24.01.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606071";"Endret bruk";"31.01.2025";"31.01.2028";"";"Privat";"Privat";"POINT(258209.484 6990527.636)";"Midtre Gauldal";5027;"FV6568 S1D1 m3571";205.0;21.0;80.0;"Lite streng";"E - Lokale adkomstveger";12;1;"Enkel";"";99999.0;1.3;205.0;21.0;"Lite streng";"Endret bruk"
711671065;"Bolig";"202424197-2";"29.03.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=567997";"Utvidet bruk";"03.04.2024";"03.04.2027";"";"Privat";"Privat";"POINT(258725.703 6993169.819)";"Midtre Gauldal";5027;"FV6574 S1D1 m7312";100.0;10.0;80.0;"Lite streng";"E - Lokale adkomstveger";17;0;"Enkel";"";-310.0;-8.6;100.0;10.0;"Lite streng";"Utvidet bruk"
619169260;"Bolig";"202425779-2";"12.04.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569604";"Endret bruk";"15.04.2024";"15.04.2027";"";"Privat";"Privat";"POINT(250793.449 7004343.78)";"Melhus";5028;"FV6492 S2D1 m4111";492.0;7.0;80.0;"Mindre streng";"D - Lokale samleveger";8;2;"";"";1042.0;-1.2;492.0;7.0;"Mindre streng";"Endret bruk"
1024535726;"Industri";"202525091";"04.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623087#";"Midlertidig tillatelse";"07.06.2025";"31.10.2025";"";"Privat";"Privat";"POINT(259651.791 7006641.004)";"Melhus";5028;"FV6492 S1D1 m136";1500.0;8.0;50.0;"Mindre streng";"D - Lokale samleveger";5;4;"";"";-151.0;-3.8;1500.0;8.0;"Mindre streng";"Midlertidig tillatelse"
1024537123;"Skole/Barnehage";"202525270";"18.06.2025";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623266#";"Varig tillatelse";"25.06.2025";"25.06.2028";"";"Privat";"Privat";"POINT(246422.416 7008626.642)";"Melhus";5028;"FV6492 S3D1 m2660";628.0;8.0;40.0;"Mindre streng";"D - Lokale samleveger";7;1;"";"";790.0;-1.1;628.0;8.0;"Mindre streng";"Varig tillatelse"
719070785;"Bolig";"202410477-2";"18.02.2024";"https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=554242";"Utvidet bruk";"28.02.2024";"28.02.2027";"";"Privat";"Privat";"POINT(266993.149 7015854.976)";"Melhus";5028;"FV6598 S1D1 m1664";300.0;7.0;50.0;"Lite streng";"E - Lokale adkomstveger";9;0;"";"";1046.0;3.1;300.0;7.0;"Lite streng";"Utvidet bruk"
