OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker
718276409;Forretning;202526054;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624064#;Utvidet bruk;30.06.2025;30.06.2028;;Privat;Privat;POINT(191371.59 7086050.873);Frøya;5014;FV716 S1D1 m4517;651;8;60;Mindre streng;D - Lokale samleveger;10;12
616112989;Bolig;202452414-11;30.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596479;Varig tillatelse;31.03.2025;31.03.2028;;Privat;Privat;POINT(188109.448 7089331.071);Frøya;5014;FV6466 S1D1 m9328;450;8;50;Lite streng;E - Lokale adkomstveger;8;2
616206690;Service;202412783-2;07.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556582;Varig tillatelse;18.03.2024;18.03.2027;;;;POINT(178726.758 7096163.418);Frøya;5014;FV6470 S3D1 m2848;80;9;30;Lite streng;E - Lokale adkomstveger;49;0
1022274500;Bolig;202506587-4;15.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604465;Varig tillatelse;21.02.2025;21.02.2028;;Privat;Privat;POINT(178632.998 7096548.016);Frøya;5014;FV6470 S3D1 m3246;80;9;30;Lite streng;E - Lokale adkomstveger;33;0
1019482743;Hytte;202434848-2;04.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=578763;Varig tillatelse;11.07.2024;11.07.2027;;Privat;Privat;POINT(245269.104 6963454.785);Rennebu;5022;FV6510 S1D1 m4108;120;17;60;Lite streng;E - Lokale adkomstveger;16;1
708823890;Bolig;202445558-2;16.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589509;Utvidet bruk;18.09.2024;16.09.2027;;Privat;Privat;POINT(308733.865 6941614.713);Røros;5025;FV6524 S1D1 m7458;243;12;60;Lite streng;E - Lokale adkomstveger;11;0
708823855;Bolig;202408502-2;01.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=552221;Utvidet bruk;02.02.2024;02.02.2027;;Privat;Privat;POINT(311252.442 6944681.158);Røros;5025;FV6524 S1D1 m3183;243;12;50;Lite streng;E - Lokale adkomstveger;10;2
601768567;Hytte;202431504;11.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575399#;Utvidet bruk;18.08.2025;18.08.2028;;Privat;Privat;POINT(316047.411 6945347.233);Røros;5025;FV31 S2D1 m1574;612;17;80;Streng;B - Regionale hovedveger;12;3
601768724;Gardsbruk;202432954-2;23.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576869;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(340065.03 6949943.177);Røros;5025;FV31 S6D1 m695;603;11;50;Streng;B - Regionale hovedveger;14;1
601256284;Hytte;202451971-2;28.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596029;Utvidet bruk;02.12.2024;02.12.2027;;Privat;Privat;POINT(312433.955 6962472.107);Holtålen;5026;FV30 S10D1 m58;1480;27;80;Streng;B - Regionale hovedveger;7;1
1019089304;Service;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312778.629 6963338.363);Holtålen;5026;FV30 S9D1 m10418;1480;27;80;Streng;B - Regionale hovedveger;3;1
601256275;Dyrkamark/jordbruk;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;Privat;Privat;POINT(312877.772 6964018.473);Holtålen;5026;FV30 S9D1 m9719;1480;27;70;Streng;B - Regionale hovedveger;12;2
1019750639;;202441103-2;15.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585049;Varig tillatelse;30.08.2024;30.08.2027;;Privat;Privat;POINT(269122.226 6979120.961);Midtre Gauldal;5027;FV6556 S1D1 m1745;220;9;80;Lite streng;E - Lokale adkomstveger;8;0
711294888;Gardsbruk;202445264-3;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589214;Utvidet bruk;17.09.2024;17.09.2027;;Privat;Privat;POINT(266471.355 6983338.897);Midtre Gauldal;5027;FV6560 S2D1 m6343;350;10;80;Mindre streng;D - Lokale samleveger;14;1
1022274845;Bolig;202507565-2 ;21.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605443;Varig tillatelse;27.01.2025;27.01.2028;;Privat;Privat;POINT(266666.47 6983452.878);Midtre Gauldal;5027;FV6560 S2D1 m6568;350;10;80;Mindre streng;D - Lokale samleveger;10;2
1022274804;Skog/skogbruk;202507342-2;20.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605220;Avslag;30.01.2025;30.01.2028;;Privat;Privat;POINT(264471.307 6985127.652);Midtre Gauldal;5027;FV6560 S2D1 m2616;359;16;80;Mindre streng;D - Lokale samleveger;11;2
1021982141;Bolig;202451505-3;22.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595532;Varig tillatelse;20.01.2025;20.01.2028;;Privat;Privat;POINT(264420.839 6986685.509);Midtre Gauldal;5027;FV6560 S2D1 m1002;359;16;80;Mindre streng;D - Lokale samleveger;10;0
601255911;Bolig;202409655-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553378;Utvidet bruk;13.02.2024;13.02.2027;;Privat;Privat;POINT(277446.63 6987653.629);Midtre Gauldal;5027;FV30 S3D1 m5919;1500;14;80;Streng;B - Regionale hovedveger;8;1
711295032;Dyrkamark/jordbruk;202443793-2;28.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587740;Endret bruk;02.09.2024;02.09.2027;;Privat;Privat;POINT(271660.967 6987848.939);Midtre Gauldal;5027;FV6560 S4D1 m2072;244;13;80;Lite streng;E - Lokale adkomstveger;12;0
1021165598;Skog/skogbruk;202448159-2;10.10.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592157;Midlertidig tillatelse;29.10.2024;29.10.2026;Skal saneres etter bruk. ;Privat;Privat;POINT(289708.687 6988010.643);Midtre Gauldal;5027;FV30 S5D1 m3095;1300;10;80;Streng;B - Regionale hovedveger;2;4
711635956;Hytte;202508189-2 ;24.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606071;Endret bruk;31.01.2025;31.01.2028;;Privat;Privat;POINT(258209.484 6990527.636);Midtre Gauldal;5027;FV6568 S1D1 m3571;205;21;80;Lite streng;E - Lokale adkomstveger;12;1
711671065;Bolig;202424197-2;29.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=567997;Utvidet bruk;03.04.2024;03.04.2027;;Privat;Privat;POINT(258725.703 6993169.819);Midtre Gauldal;5027;FV6574 S1D1 m7312;100;10;80;Lite streng;E - Lokale adkomstveger;17;0
619169260;Bolig;202425779-2;12.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569604;Endret bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(250793.449 7004343.78);Melhus;5028;FV6492 S2D1 m4111;492;7;80;Mindre streng;D - Lokale samleveger;8;2
1024535726;Industri;202525091;04.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623087#;Midlertidig tillatelse;07.06.2025;31.10.2025;;Privat;Privat;POINT(259651.791 7006641.004);Melhus;5028;FV6492 S1D1 m136;1500;8;50;Mindre streng;D - Lokale samleveger;5;4
1024537123;Skole/Barnehage;202525270;18.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623266#;Varig tillatelse;25.06.2025;25.06.2028;;Privat;Privat;POINT(246422.416 7008626.642);Melhus;5028;FV6492 S3D1 m2660;628;8;40;Mindre streng;D - Lokale samleveger;7;1
719070785;Bolig;202410477-2;18.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=554242;Utvidet bruk;28.02.2024;28.02.2027;;Privat;Privat;POINT(266993.149 7015854.976);Melhus;5028;FV6598 S1D1 m1664;300;7;50;Lite streng;E - Lokale adkomstveger;9;0
1025288609;Dyrkamark/jordbruk;202540333;09.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874;;24.09.2025;01.01.2026;;Privat;Privat;POINT(266622.601 7016771.126);Melhus;5028;FV6594 S1D1 m3433;703;9;50;Streng;C - Lokale hovedveger;8;3
716506620;Skog/skogbruk;202540333;09.09.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3538069&VerID=3333874;Midlertidig tillatelse;24.09.2025;01.01.2026;;Privat;Privat;POINT(266615.379 7016896.338);Melhus;5028;FV6594 S1D1 m3564;703;9;60;Streng;C - Lokale hovedveger;7;4
712146657;Bolig;202425670-2;11.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569495;Utvidet bruk;15.04.2024;15.04.2027;;Privat;Privat;POINT(262674.723 7016934.446);Melhus;5028;FV6578 S1D1 m1718;109;8;60;Lite streng;E - Lokale adkomstveger;13;0
1019887680;Bolig;202443180-2;26.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587126;Avslag;20.09.2024;20.09.2027;;;;POINT(263534.705 7023356.845);Melhus;5028;FV6612 S1D1 m1160;1110;16;40;Streng;C - Lokale hovedveger;12;7
716024770;Bolig;202409654-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2939954&VerID=2752471;Endret bruk;14.02.2024;14.02.2027;;Privat;Privat;POINT(255559.23 7020847.402);Skaun;5029;FV708 S2D1 m2123;1630;9;50;Streng;C - Lokale hovedveger;6;9
719460544;Gardsbruk;202429778-2;22.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573658;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(252042.976 7031117.177);Skaun;5029;FV6634 S1D1 m4622;707;10;50;Lite streng;E - Lokale adkomstveger;9;0
1024480013;Bolig;202524260;03.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622256#;Utvidet bruk;12.06.2025;;;Privat;Privat;POINT(252860.611 7031977.622);Skaun;5029;FV6638 S1D1 m2754;679;6;50;Lite streng;E - Lokale adkomstveger;13;1
1018331967;;202518274-6;08.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616202;Varig tillatelse;28.04.2025;28.04.2028;;Privat;Privat;POINT(252860.499 7031977.771);Skaun;5029;FV6638 S1D1 m2754;679;6;50;Lite streng;E - Lokale adkomstveger;13;1
719461991;Industri;202509642-2;11.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=607527;Utvidet bruk;24.02.2025;24.02.2028;;Privat;Privat;POINT(248782.463 7034186.258);Skaun;5029;FV800 S3D1 m5236;1200;9;60;Streng;C - Lokale hovedveger;13;13
1018462284;Service;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282054.151 7039940.829);Malvik;5031;FV6706 S1D1 m1905;1200;12;60;Streng;B - Regionale hovedveger;14;3
1024479764;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281709.222 7040046.681);Malvik;5031;FV6672 S2D1 m2556;655;4;80;Streng;C - Lokale hovedveger;12;1
721361571;Industri;202118399;23.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393862;Midlertidig tillatelse;10.06.2025;01.08.2027;;Privat;Privat;POINT(281416.477 7040049.648);Malvik;5031;FV6672 S2D1 m2200;655;4;80;Streng;C - Lokale hovedveger;10;2
1024479975;Industri;202522039;19.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=619988;Midlertidig tillatelse;11.06.2025;01.08.2027;;Stat, Nye Veier;Nye Veier;POINT(281423.241 7040125.776);Malvik;5031;FV6672 S2D1 m2126;655;4;80;Streng;C - Lokale hovedveger;8;3
1018462277;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282075.2 7040247.962);Malvik;5031;FV6706 S1D1 m1575;3100;10;60;Streng;B - Regionale hovedveger;16;3
1018462267;Industri;202118123-11;19.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=393579;Midlertidig tillatelse;07.02.2025;31.01.2026;;;;POINT(282064.538 7040251.104);Malvik;5031;FV6706 S1D1 m1578;3100;10;60;Streng;B - Regionale hovedveger;16;3
715416197;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Denne avkjørselen skal saneres når ny er etablert. ;Privat;Privat;POINT(302817.256 7018478.44);Selbu;5032;FV705 S4D1 m3188;2200;13;60;Streng;B - Regionale hovedveger;15;11
715416196;Bolig;202508734-4;02.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606616;Varig tillatelse;14.04.2025;14.04.2028;Eksisterende avkjørsel skal saneres. ;Privat;Privat;POINT(302836.318 7018487.454);Selbu;5032;FV705 S4D1 m3168;2200;13;60;Streng;B - Regionale hovedveger;15;11
1024535560;Service;202518786;14.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616730#;Varig tillatelse;17.06.2025;17.06.2028;;Privat;Privat;POINT(283832.646 7026479.574);Selbu;5032;FV6676 S1D1 m5656;260;9;80;Lite streng;E - Lokale adkomstveger;3;0
1025214826;Industri;202536555;20.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3503203&VerID=3300676;Utvidet bruk;22.08.2025;;;Privat;Privat;POINT(342117.421 6979456.411);Tydal;5033;FV705 S12D1 m4060;400;15;50;Streng;B - Regionale hovedveger;9;0
1025288124;Industri;202539574;03.09.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637609#;Midlertidig tillatelse;15.09.2025;15.09.2028;;Privat;Privat;POINT(330661.212 6994960.941);Tydal;5033;FV705 S9D1 m9581;799;16;50;Streng;B - Regionale hovedveger;16;2
1018715395;Skog/skogbruk;202344234-4;23.01.2024;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2927554&VerID=2739479;Varig tillatelse;01.02.2024;01.02.2027;;Privat;Privat;POINT(319348.863 6999982.948);Tydal;5033;FV705 S8D1 m3966;799;16;80;Streng;B - Regionale hovedveger;1;1
1019308425;Bolig;202432149-2;17.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576044;Varig tillatelse;25.06.2024;25.06.2027;;Privat;Privat;POINT(340703.223 7022217.101);Meråker;5034;FV6774 S1D1 m1912;160;9;80;Lite streng;E - Lokale adkomstveger;4;0
1015585557;Bolig;201872074-10;15.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=275747;Utvidet bruk;26.02.2025;26.02.2028;;Privat;Privat;POINT(336983.032 7035964.155);Meråker;5034;FV6776 S1D1 m530;260;12;40;Lite streng;E - Lokale adkomstveger;4;4
1015589406;Bolig;202445702-2;17.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589653;Varig tillatelse;27.09.2024;27.09.2027;Denne avkjørselen skal saneres når ny er etablert. ;;;POINT(338204.532 7036480.192);Meråker;5034;FV6778 S1D1 m244;400;9;50;Lite streng;E - Lokale adkomstveger;14;0
1019887878;Bolig;202445702-2;17.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589653;Varig tillatelse;27.09.2024;27.09.2027;;Privat;Privat;POINT(338220.078 7036503.781);Meråker;5034;FV6778 S1D1 m215;400;9;50;Lite streng;E - Lokale adkomstveger;14;0
1015614262;Bolig;202518623;10.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616551#;Utvidet bruk;01.07.2025;01.07.2028;;Privat;Privat;POINT(298363.256 7039534.032);Stjørdal;5035;FV6786 S1D1 m2508;437;15;60;Lite streng;E - Lokale adkomstveger;8;0
1021165641;Service;202450343-2;07.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=594367;Midlertidig tillatelse;11.11.2024;15.11.2026;;Privat;Privat;POINT(296093.069 7041703.258);Stjørdal;5035;FV950 S4D1 m2989 KD1 m199;1500;10;60;Streng;B - Regionale hovedveger;4;39
1015615252;Bolig;202412050-2;01.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=555849;Utvidet bruk;20.03.2024;20.03.2027;;Privat;Privat;POINT(297700.895 7041738.448);Stjørdal;5035;FV6788 S1D1 m1087;1500;8;50;Lite streng;E - Lokale adkomstveger;13;1
1015416774;Bolig;202217086-2, 202518155;07.04.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2107459&VerID=1926952 , https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616083;Utvidet bruk;09.05.2025;;;Privat;Privat;POINT(299726.388 7042071.113);Stjørdal;5035;FV6798 S1D1 m3080;1400;9;30;Lite streng;E - Lokale adkomstveger;35;1
1023139482;Gardsbruk;;05.05.2025;;Avslag;28.05.2025;;;;;POINT(299390.433 7042211.376);Stjørdal;5035;FV6798 S1D1 m2717;1400;9;30;Lite streng;E - Lokale adkomstveger;25;1
1015616964;Bolig;202344176-5 ;13.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=517041;Utvidet bruk;05.02.2025;05.02.2028;;Privat;Privat;POINT(306527.39 7042737.405);Stjørdal;5035;FV6788 S2D1 m1244;160;5;50;Lite streng;E - Lokale adkomstveger;9;1
1015969674;Bolig;202538769;28.08.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636804#;Utvidet bruk;03.09.2025;;;Privat;Privat;POINT(303635.731 7045553.349);Stjørdal;5035;FV6794 S1D1 m2720;760;9;60;Lite streng;E - Lokale adkomstveger;10;0
1015979932;Bolig;202533389;06.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3514505&VerID=3311639;Utvidet bruk;01.09.2025;01.09.2028;;Privat;Privat;POINT(293852.248 7046592.443);Stjørdal;5035;FV6810 S1D1 m2571;600;11;60;Lite streng;E - Lokale adkomstveger;7;1
1015986741;Gardsbruk;202506650-2;14.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604528;Utvidet bruk;17.01.2025;17.01.2028;;Privat;Privat;POINT(290222.928 7046762.117);Stjørdal;5035;FV6810 S1D10 m783;260;8;50;Lite streng;E - Lokale adkomstveger;19;0
1019227327;Gardsbruk;202430135-2;27.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574025;Varig tillatelse;06.06.2024;06.06.2027;;Privat;Privat;POINT(296600.176 7047006.086);Stjørdal;5035;FV6806 S2D1 m2439;653;6;60;Lite streng;E - Lokale adkomstveger;10;0
1015971195;Dyrkamark/jordbruk;202424575-2;04.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=568376;Utvidet bruk;04.06.2024;04.06.2027;;Privat;Privat;POINT(305171.8 7047108.09);Stjørdal;5035;FV6794 S1D1 m5036;760;9;60;Lite streng;E - Lokale adkomstveger;10;1
1016000745;Gardsbruk;202408107-2;25.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551812;Utvidet bruk;02.02.2024;02.02.2027;;Privat;Privat;POINT(295995.38 7047890.104);Stjørdal;5035;FV6808 S1D1 m2597;500;15;80;Lite streng;E - Lokale adkomstveger;9;0
1015986865;Bolig;202536496;19.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3509329&VerID=3306653;Utvidet bruk;27.08.2025;27.08.2028;;Privat;Privat;POINT(291241.243 7048945.053);Stjørdal;5035;FV6810 S1D1 m8760;440;10;60;Lite streng;E - Lokale adkomstveger;13;0
1016009240;Bolig;202428536-2;02.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572382;Utvidet bruk;08.05.2024;08.05.2027;;Privat;Privat;POINT(293353.773 7049056.654);Stjørdal;5035;FV6812 S1D1 m4992;3200;11;40;Mindre streng;D - Lokale samleveger;11;5
1019085978;Bolig;202407922-3;25.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551627;Utvidet bruk;25.04.2024;25.04.2027;;Privat;Privat;POINT(291117.896 7050102.725);Stjørdal;5035;FV6810 S1D1 m10291;400;11;60;Lite streng;E - Lokale adkomstveger;0;0
1022499811;Bolig;202517164-2;19.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615092;Endret bruk;04.04.2025;04.04.2028;;Privat;Privat;POINT(303967.511 7050806.696);Stjørdal;5035;FV6816 S1D1 m11376;300;22;80;Lite streng;E - Lokale adkomstveger;0;0
1024480018;Industri;202523696;28.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=621675#;Midlertidig tillatelse;13.06.2025;13.06.2028;;Privat;Privat;POINT(292469.898 7051796.675);Stjørdal;5035;FV6814 S1D1 m6684;400;13;40;Lite streng;E - Lokale adkomstveger;12;0
1016030298;Gardsbruk;202452669-2 ;06.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596734;Utvidet bruk;24.01.2025;24.01.2028;;Privat;Privat;POINT(284656.933 7054577.347);Frosta;5036;FV6830 S1D1 m1581;300;12;60;Lite streng;E - Lokale adkomstveger;14;0
1016030217;Gardsbruk;202403357-2;08.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=547049;Utvidet bruk;22.04.2024;22.04.2027;;Privat;Privat;POINT(286140.329 7056116.509);Frosta;5036;FV6828 S1D1 m752;300;9;80;Lite streng;E - Lokale adkomstveger;16;3
1018884272;Gardsbruk;202327538-4;19.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=500300;Utvidet bruk;21.02.2024;21.02.2027;;Privat;Privat;POINT(314802.207 7058323.495);Levanger;5037;FV6868 S1D1 m4522;280;9;80;Lite streng;E - Lokale adkomstveger;2;0
1016121109;Gardsbruk;202519063-2;09.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007;Varig tillatelse;24.04.2025;24.04.2028;Skal saneres når ny er utbedret. ;Privat;Privat;POINT(305497.862 7061722.323);Levanger;5037;FV6854 S1D1 m1381;500;10;50;Mindre streng;D - Lokale samleveger;12;0
1016121110;Gardsbruk;202519063-2;09.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007;Varig tillatelse;24.04.2025;24.04.2028;Skal saneres når ny avkjørsel er utbedret. ;Privat;Privat;POINT(305506.751 7061736.879);Levanger;5037;FV6854 S1D1 m1398;500;10;50;Mindre streng;D - Lokale samleveger;12;0
1022500010;Gardsbruk;202519063-2;09.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617007;Varig tillatelse;24.04.2025;24.04.2028;To eldre avkjørsler skal saneres når denne er utbedret. ;Privat;Privat;POINT(305513.309 7061748.185);Levanger;5037;FV6854 S1D1 m1411;500;10;50;Mindre streng;D - Lokale samleveger;14;0
1016121144;Gardsbruk;202422917-2;21.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566717;Utvidet bruk;04.04.2024;04.04.2027;;Privat;Privat;POINT(307150.839 7063539.271);Levanger;5037;FV6854 S1D1 m3912;500;10;80;Mindre streng;D - Lokale samleveger;13;1
1016010567;Gardsbruk;202400829-2 ;02.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=544521;Utvidet bruk;08.01.2024;08.01.2027;;Privat;Privat;POINT(304250.074 7068953.184);Levanger;5037;FV6818 S3D1 m370;800;10;50;Mindre streng;D - Lokale samleveger;12;1
1022274189;Bolig;202508156-2;21.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606038;Utvidet bruk;03.03.2025;03.03.2028;;Privat;Privat;POINT(313018.632 7070402.915);Levanger;5037;FV6866 S1D1 m1335;2000;7;70;Lite streng;E - Lokale adkomstveger;11;0
1016263104;Bolig;202441955-2;20.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585901;Utvidet bruk;12.09.2024;12.09.2027;;Privat;Privat;POINT(318581.32 7070574.651);Levanger;5037;FV6874 S1D1 m5605;1160;9;80;Lite streng;E - Lokale adkomstveger;8;1
