OBJ.VEGOBJEKT-ID;OBJ.TYPE-ID;OBJ.VERSJON;MET.FØRSTE FOREKOMST;MET.OPPRETTET DATO;OBJ.STARTDATO;OBJ.SLUTTDATO;OBJ.SIST MODIFISERT;EGS.BRUKSOMRÅDE.1256;EGS.PRIMÆRAKTIVITET.1824;EGS.AVSTAND PERSONAKTIVITET (M).1823;EGS.STIGNING (NULL).1825;EGS.BREDDE (M).1682;EGS.DRENERINGSFORHOLD.1828;EGS.SIKTFORHOLD.12051;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.KONTROLLERT- OG GODKJENTDATO.11445;EGS.ETABLERINGSÅR.10267;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;VSR.VEGSYSTEMREFERANSE;VSR.VEGKATEGORI;VSR.FASE;VSR.VEGNUMMER;VSR.STREKNING;VSR.DELSTREKNING;VSR.FRA_METER;VSR.TIL_METER;LOK.VEGLENKESEKVENSID;LOK.STARTPOSISJON;LOK.SLUTTPOSISJON;LOK.RETNING;LOK.SIDEPOSISJON;LOK.KJØREFELT;LOK.TYPEVEG;LOK.LENGDE;REL.FORELDER;REL.BARN;GEO.GEOMETRI;GEO.HØYDEREFERANSE;GEO.DATAFANGSTDATO;GEO.DATAFANGSTMETODE;GEO.NØYAKTIGHET;GEO.SYNBARHET;GEO.DATAFANGSTMETODEHØYDE;GEO.H-NØYAKTIGHET;GEO.MAX-AVVIK
1025232234;46;1;1;;09.09.2025;;2025-09-09T12:40:25Z;Bolig;;;;;;;202538087;25.08.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636119#;Midlertidig tillatelse;09.09.2025;;;;Tillatelse fram til reguleringsplan er på plass. ;Privat;Privat;POINT(321895.401 7159957.115);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7068 S1D1 m163;F;V;7068;1;1;163;163;578480;0,01665508;0,01665508;MED;H;;Enkel bilveg;0;;;POINT(321895.401 7159957.115);;09.09.2025;ukj;100;0;;;-1
1025232185;46;1;1;;09.09.2025;;2025-09-09T12:27:35Z;Bolig;;;;;;;202445272;11.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589222#;Varig tillatelse;05.09.2025;05.09.2028;;;;Privat;Privat;POINT(334716.802 7160954.64);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7066 S1D1 m834;F;V;7066;1;1;834;834;578719;0,08726269;0,08726269;MED;H;;Enkel bilveg;0;;;POINT(334716.802 7160954.64);;09.09.2025;ukj;100;0;;;-1
1025232213;46;1;1;;09.09.2025;;2025-09-09T12:34:25Z;Skog/skogbruk;;;;;;;202539131;29.08.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637166#;Midlertidig tillatelse;08.09.2025;24.10.2025;;;;Privat;Privat;POINT(332187.392 7164178.982);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV769 S3D1 m1734;F;V;769;3;1;1734;1734;578673;0,70143854;0,70143854;MED;V;;Enkel bilveg;0;;;POINT(332187.392 7164178.982);;09.09.2025;ukj;100;0;;;-1
1016343874;46;2;1;;07.07.2024;;2025-06-17T08:38:06Z;Gardsbruk;;;;;;;202431822-2;13.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575717;Utvidet bruk;03.07.2024;03.07.2027;;;;Privat;Privat;POINT(341274.302 7167252.592);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7066 S2D1 m3636;F;V;7066;2;1;3636,011;3636,011;578479;0,36532708;0,36532708;MED;V;;Enkel bilveg;0;;;POINT(341274.302 7167252.592);;;ukj;100;0;;;-1
1024050683;46;1;1;;06.06.2025;;2025-06-17T08:38:34Z;Service;Parkering;;;;;;202522246;21.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=620195#;Varig tillatelse;05.06.2025;05.06.2028;;;;Privat;Privat;POINT(321005.624 7173319.1);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7082 S1D10 m176;F;V;7082;1;10;176;176;578490;0,70366771;0,70366771;MED;H;;Enkel bilveg;0;;;POINT(321005.624 7173319.1);;06.06.2025;ukj;100;0;;;-1
1024619858;46;1;1;;29.07.2025;;2025-07-29T11:20:37Z;Dyrkamark/jordbruk;;;;;;;202525123;17.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623119#;Varig tillatelse;04.07.2025;04.07.2028;;;;Privat;Privat;POINT(320992.504 7173508.176);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7082 S1D1 m526;F;V;7082;1;1;526;526;578489;0,05383483;0,05383483;MED;V;;Enkel bilveg;0;;;POINT(320992.504 7173508.176);;29.07.2025;ukj;100;0;;;-1
615921561;46;2;1;;28.04.2025;;2025-06-17T08:29:27Z;Gardsbruk;;;;;;;202511140-3;24.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=609034;Utvidet bruk;21.03.2025;21.03.2028;;;;Privat;Privat;POINT(182560.47 7076501.77);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6462 S1D1 m2349;F;V;6462;1;1;2348,567;2348,567;72530;0,30381547;0,30381547;MED;V;;Enkel bilveg;0;;;POINT(182560.47 7076501.77);;;ukj;100;0;;;-1
615921104;46;2;1;;28.04.2025;;2025-06-17T08:29:27Z;Bolig;;;;;;;202510877-2;21.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608771;Endret bruk;14.03.2025;14.03.2028;;;;Privat;Privat;POINT(173711.553 7078244.487);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6460 S2D1 m183;F;V;6460;2;1;183;183;72528;0,98052494;0,98052494;MED;H;;Enkel bilveg;0;;;POINT(173711.553 7078244.487);;;ukj;100;0;;;-1
1024052167;46;1;1;;06.06.2025;;2025-06-17T08:37:08Z;Bolig;> 10 leiligheter;;;;;;202451687;19.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595734#;Utvidet bruk;04.06.2025;04.06.2028;;;Gammel avkjøring, krysser GSV, skal stenges.;Privat;Privat;POINT(194838.313 7078803.587);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV714 S11D1 m8695;F;V;714;11;1;8695;8695;72850;0,02790737;0,02790737;MED;H;;Enkel bilveg;0;;;POINT(194838.313 7078803.587);;06.06.2025;ukj;100;0;;;-1
718276538;46;2;1;;29.07.2025;;2025-07-29T13:06:49Z;Bolig;;;;;;;202525956;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623966;Endret bruk;22.07.2025;22.07.2028;;;;Privat;Privat;POINT(182408.496 7079546.946);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV716 S3D1 m629;F;V;716;3;1;629,023;629,023;72864;0,7875176;0,7875176;MED;H;;Enkel bilveg;0;;;POINT(182408.496 7079546.946);;;ukj;100;0;;;-1
717399010;46;2;1;;22.02.2024;;2025-06-17T08:37:08Z;Bolig;;;;;;;202407942-2;22.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551647;Endret bruk;22.02.2024;22.02.2027;;;;Privat;Privat;POINT(196054.449 7080152.102);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV714 S12D1 m1835;F;V;714;12;1;1835;1835;72850;0,2395525;0,2395525;MED;V;;Enkel bilveg;0;;;POINT(196054.449 7080152.102);;;ukj;100;0;;;-1
1021976572;46;1;1;;19.01.2025;;2025-06-17T08:29:27Z;Industri;;;;;;;202451678-4;27.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595725;Utvidet bruk;17.12.2024;17.12.2027;;;;Privat;Privat;POINT(197915.759 7085519.659);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6476 S1D1 m3114;F;V;6476;1;1;3113,679;3113,679;72541;0,9986947;0,9986947;MED;H;;Enkel bilveg;0;;;POINT(197915.759 7085519.659);;19.01.2025;ukj;100;0;;;-1
718276408;46;2;1;;24.09.2025;;2025-09-24T12:02:10Z;Bolig;;;;;;;202539398;05.07.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637433;Utvidet bruk;18.09.2025;;;;;Privat;Privat;POINT(191420.488 7086036.562);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV716 S1D1 m4471;F;V;716;1;1;4471,403;4471,403;72375;0,45204082;0,45204082;MED;H;;Enkel bilveg;0;;;POINT(191420.488 7086036.562);;;ukj;100;0;;;-1
718276409;46;2;1;;01.07.2025;;2025-07-01T11:24:36Z;Forretning;;;;;;;202526054;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624064#;Utvidet bruk;30.06.2025;30.06.2028;;;;Privat;Privat;POINT(191371.59 7086050.873);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV716 S1D1 m4517;F;V;716;1;1;4517;4517;72375;0,45659638;0,45659638;MED;H;;Enkel bilveg;0;;;POINT(191371.59 7086050.873);;;ukj;100;0;;;-1
616112989;46;2;1;;28.04.2025;;2025-06-17T08:29:27Z;Bolig;;;;;;;202452414-11;30.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596479;Varig tillatelse;31.03.2025;31.03.2028;;;;Privat;Privat;POINT(188109.448 7089331.071);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6466 S1D1 m9328;F;V;6466;1;1;9327,999;9327,999;72532;0,93680403;0,93680403;MED;H;;Enkel bilveg;0;;;POINT(188109.448 7089331.071);;;ukj;100;0;;;-1
616206690;46;2;1;;20.03.2024;;2025-06-17T08:29:27Z;Service;;;;;;;202412783-2;07.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556582;Varig tillatelse;18.03.2024;18.03.2027;;;;;;POINT(178726.758 7096163.418);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6470 S3D1 m2848;F;V;6470;3;1;2848;2848;72538;0,32747589;0,32747589;MOT;V;;Enkel bilveg;0;;;POINT(178726.758 7096163.418);;;ukj;100;0;;;-1
1022274500;46;1;1;;03.03.2025;;2025-06-17T08:29:27Z;Bolig;;;;;;;202506587-4;15.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604465;Varig tillatelse;21.02.2025;21.02.2028;;;;Privat;Privat;POINT(178632.998 7096548.016);Frøya;5014;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6470 S3D1 m3246;F;V;6470;3;1;3246;3246;72538;0,08019598;0,08019598;MOT;V;;Enkel bilveg;0;;;POINT(178632.998 7096548.016);;03.03.2025;ukj;100;0;;;-1
1019482743;46;1;1;;11.07.2024;;2025-06-17T08:30:06Z;Hytte;;;;;;;202434848-2;04.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=578763;Varig tillatelse;11.07.2024;11.07.2027;;;;Privat;Privat;POINT(245269.104 6963454.785);Rennebu;5022;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6510 S1D1 m4108;F;V;6510;1;1;4108,425;4108,425;72567;0,62198406;0,62198406;MED;H;;Enkel bilveg;0;;;POINT(245269.104 6963454.785);;;ukj;100;0;;;-1
708823890;46;2;1;;18.09.2024;;2025-06-17T08:30:06Z;Bolig;;;;;;;202445558-2;16.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589509;Utvidet bruk;18.09.2024;16.09.2027;;;;Privat;Privat;POINT(308733.865 6941614.713);Røros;5025;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6524 S1D1 m7458;F;V;6524;1;1;7457,706;7457,706;72581;0,73846554;0,73846554;MED;H;;Enkel bilveg;0;;;POINT(308733.865 6941614.713);;;ukj;100;0;;;-1
708823855;46;2;1;;02.02.2024;;2025-06-17T08:30:06Z;Bolig;;;;;;;202408502-2;01.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=552221;Utvidet bruk;02.02.2024;02.02.2027;;;;Privat;Privat;POINT(311252.442 6944681.158);Røros;5025;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6524 S1D1 m3183;F;V;6524;1;1;3182,65;3182,65;72581;0,30820115;0,30820115;MED;H;;Enkel bilveg;0;;;POINT(311252.442 6944681.158);;;ukj;100;0;;;-1
601768567;46;2;1;;19.08.2025;;2025-08-19T12:05:22Z;Hytte;;;;;;;202431504;11.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575399#;Utvidet bruk;18.08.2025;18.08.2028;;;;Privat;Privat;POINT(316047.411 6945347.233);Røros;5025;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV31 S2D1 m1574;F;V;31;2;1;1573,523;1573,523;72823;0,367584;0,367584;MED;V;;Enkel bilveg;0;;;POINT(316047.411 6945347.233);;;ukj;100;0;;;-1
601768724;46;2;1;;28.06.2024;;2025-06-17T08:30:06Z;Gardsbruk;;;;;;;202432954-2;23.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576869;Utvidet bruk;28.06.2024;28.06.2027;;;;Privat;Privat;POINT(340065.03 6949943.177);Røros;5025;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV31 S6D1 m695;F;V;31;6;1;695,001;695,001;72824;0,62722669;0,62722669;MED;V;;Enkel bilveg;0;;;POINT(340065.03 6949943.177);;;ukj;100;0;;;-1
601256284;46;2;1;;19.01.2025;;2025-06-17T08:29:27Z;Hytte;;;;;;;202451971-2;28.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596029;Utvidet bruk;02.12.2024;02.12.2027;;;;Privat;Privat;POINT(312433.955 6962472.107);Holtålen;5026;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV30 S10D1 m58;F;V;30;10;1;58;58;72277;0,43867317;0,43867317;MED;H;;Enkel bilveg;0;;;POINT(312433.955 6962472.107);;;ukj;100;0;;;-1
1019089304;46;1;1;;29.04.2024;;2025-06-17T08:29:27Z;Service;;;;;;;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;;;Privat;Privat;POINT(312778.629 6963338.363);Holtålen;5026;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV30 S9D1 m10418;F;V;30;9;1;10418,161;10418,161;72277;0,34257967;0,34257967;MED;H;;Enkel bilveg;0;;;POINT(312778.629 6963338.363);;;ukj;100;0;;;-1
601256275;46;2;1;;29.04.2024;;2025-06-17T08:29:27Z;Dyrkamark/jordbruk;;;;;;;202428141-2;26.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=571983;Midlertidig tillatelse;29.04.2024;29.06.2024;;;;Privat;Privat;POINT(312877.772 6964018.473);Holtålen;5026;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV30 S9D1 m9719;F;V;30;9;1;9719,162;9719,162;72277;0,27227028;0,27227028;MED;H;;Enkel bilveg;0;;;POINT(312877.772 6964018.473);;;ukj;100;0;;;-1
1019750639;46;1;1;;30.08.2024;;2025-06-17T08:30:06Z;;;;;;;;202441103-2;15.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585049;Varig tillatelse;30.08.2024;30.08.2027;;;;Privat;Privat;POINT(269122.226 6979120.961);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6556 S1D1 m1745;F;V;6556;1;1;1745;1745;72607;0,21302081;0,21302081;MED;V;;Enkel bilveg;0;;;POINT(269122.226 6979120.961);;;ukj;100;0;;;-1
711294888;46;2;1;;18.09.2024;;2025-06-17T08:30:06Z;Gardsbruk;;;;;;;202445264-3;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589214;Utvidet bruk;17.09.2024;17.09.2027;;;;Privat;Privat;POINT(266471.355 6983338.897);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6560 S2D1 m6343;F;V;6560;2;1;6343;6343;72613;0,6365641;0,6365641;MED;V;;Enkel bilveg;0;;;POINT(266471.355 6983338.897);;;ukj;100;0;;;-1
1022274845;46;1;1;;03.03.2025;;2025-06-17T08:30:06Z;Bolig;;;;;;;202507565-2 ;21.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605443;Varig tillatelse;27.01.2025;27.01.2028;;;;Privat;Privat;POINT(266666.47 6983452.878);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6560 S2D1 m6568;F;V;6560;2;1;6568;6568;72613;0,65920649;0,65920649;MED;V;;Enkel bilveg;0;;;POINT(266666.47 6983452.878);;03.03.2025;ukj;100;0;;;-1
1022274804;46;1;1;;03.03.2025;;2025-06-17T08:30:06Z;Skog/skogbruk;;;;;;;202507342-2;20.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605220;Avslag;30.01.2025;30.01.2028;;;;Privat;Privat;POINT(264471.307 6985127.652);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6560 S2D1 m2616;F;V;6560;2;1;2616;2616;72613;0,26258812;0,26258812;MED;V;;Enkel bilveg;0;;;POINT(264471.307 6985127.652);;03.03.2025;ukj;100;0;;;-1
1021982141;46;1;1;;20.01.2025;;2025-06-17T08:30:06Z;Bolig;;;;;;;202451505-3;22.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595532;Varig tillatelse;20.01.2025;20.01.2028;;;;Privat;Privat;POINT(264420.839 6986685.509);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6560 S2D1 m1002;F;V;6560;2;1;1002;1002;72613;0,10216744;0,10216744;MED;H;;Enkel bilveg;0;;;POINT(264420.839 6986685.509);;20.01.2025;ukj;100;0;;;-1
601255911;46;2;1;;14.02.2024;;2025-06-17T08:30:06Z;Bolig;;;;;;;202409655-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553378;Utvidet bruk;13.02.2024;13.02.2027;;;;Privat;Privat;POINT(277446.63 6987653.629);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV30 S3D1 m5919;F;V;30;3;1;5918,553;5918,553;72818;0,21561548;0,21561548;MED;V;;Enkel bilveg;0;;;POINT(277446.63 6987653.629);;;ukj;100;0;;;-1
711295032;46;2;1;;02.09.2024;;2025-06-17T08:30:06Z;Dyrkamark/jordbruk;;;;;;;202443793-2;28.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587740;Endret bruk;02.09.2024;02.09.2027;;;;Privat;Privat;POINT(271660.967 6987848.939);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6560 S4D1 m2072;F;V;6560;4;1;2072;2072;72615;0,38159442;0,38159442;MED;H;;Enkel bilveg;0;;;POINT(271660.967 6987848.939);;;ukj;100;0;;;-1
1021165598;46;1;1;;14.11.2024;;2025-06-17T08:29:27Z;Skog/skogbruk;;;;;;;202448159-2;10.10.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592157;Midlertidig tillatelse;29.10.2024;29.10.2026;;;Skal saneres etter bruk. ;Privat;Privat;POINT(289708.687 6988010.643);Midtre Gauldal;5027;Trøndelag;50;;5005 Røros 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5005 Røros 2025-2030,E5051 Trøndelag Sør 2025-2028;FV30 S5D1 m3095;F;V;30;5;1;3095;3095;72273;0,67206284;0,67206284;MED;V;;Enkel bilveg;0;;;POINT(289708.687 6988010.643);;;ukj;100;0;;;-1
711635956;46;2;1;;03.03.2025;;2025-06-17T08:30:06Z;Hytte;;;;;;;202508189-2 ;24.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606071;Endret bruk;31.01.2025;31.01.2028;;;;Privat;Privat;POINT(258209.484 6990527.636);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6568 S1D1 m3571;F;V;6568;1;1;3570,999;3570,999;72621;0,35866305;0,35866305;MED;H;;Enkel bilveg;0;;;POINT(258209.484 6990527.636);;;ukj;100;0;;;-1
711671065;46;2;1;;03.04.2024;;2025-06-17T08:30:06Z;Bolig;;;;;;;202424197-2;29.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=567997;Utvidet bruk;03.04.2024;03.04.2027;;;;Privat;Privat;POINT(258725.703 6993169.819);Midtre Gauldal;5027;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6574 S1D1 m7312;F;V;6574;1;1;7311,531;7311,531;72625;0,83620329;0,83620329;MED;V;;Enkel bilveg;0;;;POINT(258725.703 6993169.819);;;ukj;100;0;;;-1
619169260;46;2;1;;16.04.2024;;2025-06-17T08:29:27Z;Bolig;;;;;;;202425779-2;12.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=569604;Endret bruk;15.04.2024;15.04.2027;;;;Privat;Privat;POINT(250793.449 7004343.78);Melhus;5028;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6492 S2D1 m4111;F;V;6492;2;1;4111;4111;72551;0,3510178;0,3510178;MED;H;;Enkel bilveg;0;;;POINT(250793.449 7004343.78);;;ukj;100;0;;;-1
1024535726;46;1;1;;26.06.2025;;2025-06-26T11:26:11Z;Industri;;;;;;;202525091;04.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623087#;Midlertidig tillatelse;07.06.2025;31.10.2025;;;;Privat;Privat;POINT(259651.791 7006641.004);Melhus;5028;Trøndelag;50;;Skiltkontrakt Trøndelag FK 2020-2025,5001 Gauldal-Oppdal 2024-2029,E5051 Trøndelag Sør 2025-2028;FV6492 S1D1 m136;F;V;6492;1;1;136;136;72550;0,01432269;0,01432269;MED;V;;Enkel bilveg;0;;;POINT(259651.791 7006641.004);;26.06.2025;ukj;100;0;;;-1
