OBJ.VEGOBJEKT-ID;OBJ.TYPE-ID;OBJ.VERSJON;MET.FØRSTE FOREKOMST;MET.OPPRETTET DATO;OBJ.STARTDATO;OBJ.SLUTTDATO;OBJ.SIST MODIFISERT;EGS.BRUKSOMRÅDE.1256;EGS.PRIMÆRAKTIVITET.1824;EGS.AVSTAND PERSONAKTIVITET (M).1823;EGS.STIGNING (NULL).1825;EGS.BREDDE (M).1682;EGS.DRENERINGSFORHOLD.1828;EGS.SIKTFORHOLD.12051;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.KONTROLLERT- OG GODKJENTDATO.11445;EGS.ETABLERINGSÅR.10267;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;VSR.VEGSYSTEMREFERANSE;VSR.VEGKATEGORI;VSR.FASE;VSR.VEGNUMMER;VSR.STREKNING;VSR.DELSTREKNING;VSR.FRA_METER;VSR.TIL_METER;LOK.VEGLENKESEKVENSID;LOK.STARTPOSISJON;LOK.SLUTTPOSISJON;LOK.RETNING;LOK.SIDEPOSISJON;LOK.KJØREFELT;LOK.TYPEVEG;LOK.LENGDE;REL.FORELDER;REL.BARN;GEO.GEOMETRI;GEO.HØYDEREFERANSE;GEO.DATAFANGSTDATO;GEO.DATAFANGSTMETODE;GEO.NØYAKTIGHET;GEO.SYNBARHET;GEO.DATAFANGSTMETODEHØYDE;GEO.H-NØYAKTIGHET;GEO.MAX-AVVIK
604331057;46;2;1;;28.11.2024;;2025-04-30T11:40:17Z;Gardsbruk;;;;;;;202432190-2;17.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576085;Utvidet bruk;27.11.2024;27.11.2027;;;;Privat;Privat;;Åfjord;5058;Trøndelag;50;;5003 Fosen 2019-2026,5003 Fosen 2019-2026 vegnett fra 1.9. 2022,5003 Fosen 2019-2026 vegnett fra 1.9. 2021,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5012 Fosen nord 2026-2031 vegnett fra 1.9.2026,5012 Fosen nord 2026-2031 vegnett fra 1.9.2027;FV6328 S1D1 m2831;F;V;6328;1;1;2831,208;2831,208;72418;0,283539;0,283539;MED;H;;Enkel bilveg;0;;;POINT Z (268754.223 7102512.481 40.086);;;;;;;;
600313582;46;2;1;;28.08.2024;;2025-04-30T11:40:01Z;Skog/skogbruk;;;;;;;202316503-4;14.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=489167;Midlertidig tillatelse;28.08.2024;01.09.2025;;;Midlertidig utvidet bruk ;Privat;Privat;;Åfjord;5058;Trøndelag;50;;5003 Fosen 2019-2026,5003 Fosen 2019-2026 vegnett fra 1.9. 2022,5003 Fosen 2019-2026 vegnett fra 1.9. 2021,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5012 Fosen nord 2026-2031 vegnett fra 1.9.2026,5012 Fosen nord 2026-2031 vegnett fra 1.9.2027;FV6312 S1D1 m1793;F;V;6312;1;1;1792,841;1792,841;72401;0,20947475;0,20947475;MED;H;;Enkel bilveg;0;;;POINT Z (276667.32 7124937.716 108.347);;;;;;;;
600313586;46;2;1;;30.08.2024;;2025-04-30T11:40:01Z;Bolig;;;;;;;202440621-2;14.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584567;Utvidet bruk;30.08.2024;30.08.2027;;;;Privat;Privat;;Åfjord;5058;Trøndelag;50;;5003 Fosen 2019-2026,5003 Fosen 2019-2026 vegnett fra 1.9. 2022,5003 Fosen 2019-2026 vegnett fra 1.9. 2021,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5012 Fosen nord 2026-2031 vegnett fra 1.9.2026,5012 Fosen nord 2026-2031 vegnett fra 1.9.2027;FV6312 S1D1 m3081;F;V;6312;1;1;3080,841;3080,841;72401;0,36108196;0,36108196;MED;H;;Enkel bilveg;0;;;POINT Z (275615.74 7124956.637 43.108);;;;;;;;
619482490;46;2;1;;29.04.2025;;2025-04-30T11:41:55Z;Bolig;;;;;;;202518618-2 ;10.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616546;Varig tillatelse;14.04.2025;14.04.2028;;;Denne avkjørselen skal saneres når ny er etablert. ;Privat;Privat;;Orkland;5059;Trøndelag;50;;5010 Orkland 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6496 S1D1 m11578;F;V;6496;1;1;11578,044;11578,044;72872;0,17186769;0,17186769;MED;V;;Enkel bilveg;0;;;POINT Z (227282.426 7017418.676 208.676);;;;;;;;
1022569329;46;1;1;;15.05.2025;;2025-05-15T12:19:26Z;Gardsbruk;;;;;;;202515765;18.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=613674#;Varig tillatelse;06.05.2025;06.05.2028;;;;Privat;Privat;;Orkland;5059;Trøndelag;50;;5002 Hitra 2020-2025,Skiltkontrakt Trøndelag FK 2020-2025,5002 Hitra 2025-2030,E5051 Trøndelag Sør 2025-2028;FV6434 S2D1 m9390;F;V;6434;2;1;9390;9390;72505;0,95059492;0,95059492;MED;;;Enkel bilveg;0;;;POINT Z (212169.763 7042291.481 5.915);;;;;;;;
1019267572;46;1;1;;17.06.2024;;2025-06-17T08:29:27Z;Gardsbruk;;;;;;;202430330-2;30.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574220;Varig tillatelse;17.06.2024;17.06.2027;;;;Privat;Privat;POINT(273307.936 7021131.78);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV704 S3D1 m4975;F;V;704;3;1;4975,015;4975,015;72300;0,74925247;0,74925247;MED;V;;Enkel bilveg;0;;;POINT(273307.936 7021131.78);;;ukj;100;0;;;-1
1024549899;46;1;1;;01.07.2025;;2025-07-01T11:15:46Z;Industri;;;;;;;202519130;23.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617074;Utvidet bruk;27.06.2025;27.06.2028;;;;Privat;Privat;POINT(275037.733 7029309.502);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6700 S1D1 m2437;F;V;6700;1;1;2437;2437;72684;0,61836294;0,61836294;MED;H;;Enkel bilveg;0;;;POINT(275037.733 7029309.502);;01.07.2025;ukj;100;0;;;-1
721931431;46;2;1;;01.07.2024;;2025-06-17T08:30:06Z;Dyrkamark/jordbruk;;;;;;;202432337-2;20.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576232;Utvidet bruk;27.06.2024;27.06.2027;;;Utvidet bruk og endring/forbedring av avkjørselen.;Privat;Privat;POINT(273846.477 7029724.984);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6680 S2D1 m2267;F;V;6680;2;1;2266,96;2266,96;72680;0,23265843;0,23265843;MED;H;;Enkel bilveg;0;;;POINT(273846.477 7029724.984);;;ukj;100;0;;;-1
721931498;46;3;1;;20.03.2024;;2025-06-17T08:30:06Z;Dyrkamark/jordbruk;;;;;;;202408113-2    ;29.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551818;Midlertidig tillatelse;06.02.2024;01.07.2026;;;;Privat;Privat;POINT(273819.511 7030503.291);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6680 S2D1 m1406;F;V;6680;2;1;1405,802;1405,802;72680;0,14410349;0,14410349;MED;H;;Enkel bilveg;0;;;POINT(273819.511 7030503.291);;;ukj;100;0;;;-1
721935869;46;2;1;;17.01.2024;;2025-06-17T08:29:27Z;Bolig;;;;;;;202400303-2;02.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=543995;Utvidet bruk;16.01.2024;16.01.2027;;;;Privat;Privat;POINT(266084.295 7030733.901);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6682 S1D1 m1116;F;V;6682;1;1;1116,256;1116,256;41723;0,25645201;0,25645201;MED;H;;Enkel bilveg;0;;;POINT(266084.295 7030733.901);;;ukj;100;0;;;-1
1018726046;46;2;1;;13.02.2024;;2025-06-17T08:30:06Z;Service;;;;;;;202408113-2;29.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551818;Midlertidig tillatelse;06.02.2024;01.07.2026;;;;Privat;Privat;POINT(273887.285 7030738.943);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6680 S2D1 m1161;F;V;6680;2;1;1160,802;1160,802;72680;0,11859213;0,11859213;MED;V;;Enkel bilveg;0;;;POINT(273887.285 7030738.943);;;ukj;100;0;;;-1
721509289;46;2;1;;02.04.2024;;2025-06-17T08:30:02Z;Bolig;;;;;;;202413031-2;13.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556831;Endret bruk;26.03.2024;26.03.2027;;;;Privat;Privat;POINT(273279.046 7032005.302);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6674 S1D1 m2591;F;V;6674;1;1;2590,927;2590,927;41397;0,61217713;0,61217713;MED;H;;Enkel bilveg;0;;;POINT(273279.046 7032005.302);;;ukj;100;0;;;-1
721509283;46;2;1;;26.04.2024;;2025-06-17T08:30:02Z;Gardsbruk;;;;;;;202337959-4;05.04.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=510747;Midlertidig tillatelse;22.04.2024;01.06.2025;;;;Privat;Privat;POINT(272837.919 7032013.302);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6674 S1D1 m2131;F;V;6674;1;1;2130,927;2130,927;41397;0,50216959;0,50216959;MED;H;;Enkel bilveg;0;;;POINT(272837.919 7032013.302);;;ukj;100;0;;;-1
721724178;46;2;1;;28.11.2024;;2025-06-17T08:29:27Z;Bolig;;;;;;;202450216-2;06.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=594240;Utvidet bruk;18.11.2024;18.11.2027;;;;Privat;Privat;POINT(275589.876 7033292.657);Trondheim;5001;Trøndelag;50;;5007 Stjørdal 2020-2027,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6678 S1D1 m5032;F;V;6678;1;1;5031,829;5031,829;42838;0,80468742;0,80468742;MED;H;;Enkel bilveg;0;;;POINT(275589.876 7033292.657);;;ukj;100;0;;;-1
715957904;46;2;1;;14.11.2024;;2025-06-17T08:37:08Z;Bolig;;;;;;;202445856-2;19.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589807;Endret bruk;07.10.2024;07.10.2027;;;;Privat;Privat;POINT(259399.613 7033502.979);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV707 S2D1 m3483;F;V;707;2;1;3483,258;3483,258;72836;0,40761539;0,40761539;MED;H;;Enkel bilveg;0;;;POINT(259399.613 7033502.979);;;ukj;100;0;;;-1
1019597851;46;1;1;;13.08.2024;;2025-06-17T08:30:02Z;Industri;;;;;;;202435492-2;18.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579407;Midlertidig tillatelse;19.07.2024;30.09.2024;;;;;;POINT(268275.731 7034534.352);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6682 S1D1 m5851;F;V;6682;1;1;5850,928;5850,928;41373;0,3328868;0,3328868;MED;H;;Enkel bilveg;0;;;POINT(268275.731 7034534.352);;;ukj;100;0;;;-1
1019597852;46;1;1;;13.08.2024;;2025-06-17T08:30:02Z;Industri;;;;;;;202435492-2;18.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579407;Midlertidig tillatelse;19.07.2024;30.09.2024;;;;;;POINT(268265.377 7034535.422);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6682 S1D1 m5851;F;V;6682;1;1;5850,542;5850,542;41373;0,33280232;0,33280232;MED;V;;Enkel bilveg;0;;;POINT(268265.377 7034535.422);;;ukj;100;0;;;-1
721130267;46;2;1;;19.01.2025;;2025-06-17T08:29:27Z;Bolig;;;;;;;202453260-2 ;13.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=597325;Utvidet bruk;02.01.2025;02.01.2028;;;;Privat;Privat;POINT(254066.954 7037144.117);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6652 S1D1 m8046;F;V;6652;1;1;8046;8046;42829;0,80437295;0,80437295;MED;V;;Enkel bilveg;0;;;POINT(254066.954 7037144.117);;;ukj;100;0;;;-1
1019279230;46;1;1;;18.06.2024;;2025-06-17T08:29:27Z;Industri;;;;;;;202431832-2;12.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575727;Midlertidig tillatelse;18.06.2024;12.07.2024;;;Midlertidig anleggs avkjørsel. ;Privat;Privat;POINT(271370.412 7041435.664);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,5071 Skjøtselskontrakt Trondheim,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6666 S1D1 m1798;F;V;6666;1;1;1798,186;1798,186;41567;0,64065612;0,64065612;MED;V;;Enkel bilveg;0;;;POINT(271370.412 7041435.664);;;ukj;100;0;;;-1
1021165690;46;2;1;;19.01.2025;;2025-06-17T08:38:16Z;Service;;;;;;;202448801-5;18.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=592799;Varig tillatelse;08.01.2025;08.01.2028;;;;;;POINT(272007.059 7043006.984);Trondheim;5001;Trøndelag;50;;5006 Trondheim 2020-2028,E5050 Signalanlegg Trondheim og Malvik 2022-2024,Skiltkontrakt Trøndelag FK 2020-2025,E5051 Trøndelag Sør 2025-2028;FV6668 S1D1 m845 KD1 m46;F;V;6668;1;1;46;46;1205605;0,68950602;0,68950602;MED;H;;Rundkjøring;0;;;POINT(272007.059 7043006.984);;;ukj;100;0;;;-1
1019335076;46;1;1;;01.07.2024;;2025-06-17T08:36:16Z;Hytte;;;;;;;202431739-2;12.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575634;Avslag;28.06.2024;28.06.2027;;;;;;POINT(290183.277 7087946.579);Steinkjer;5006;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5003 Fosen sør 2026-2031 vegnett fra 1.9.2027;FV720 S7D1 m8123;F;V;720;7;1;8123;8123;578137;0,34418813;0,34418813;MOT;H;;Enkel bilveg;0;;;POINT(290183.277 7087946.579);;;ukj;100;0;;;-1
1019227619;46;1;1;;06.06.2024;;2025-06-17T08:36:16Z;Skog/skogbruk;;;;;;;202430782-2;05.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574673;Midlertidig tillatelse;06.06.2024;15.07.2024;;;;Privat;Privat;POINT(295013.523 7089932.037);Steinkjer;5006;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5003 Fosen sør 2026-2031 vegnett fra 1.9.2027;FV720 S8D1 m3601;F;V;720;8;1;3601;3601;578136;0,74305536;0,74305536;MOT;H;;Enkel bilveg;0;;;POINT(295013.523 7089932.037);;;ukj;100;0;;;-1
1015245593;46;2;1;;28.08.2024;;2025-06-17T08:36:06Z;Bolig;;;;;;;202440622-3;20.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568;Utvidet bruk;22.08.2024;22.08.2027;;;;Privat;Privat;POINT(333545.108 7095025.556);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV759 S3D1 m2783;F;V;759;3;1;2783;2783;578164;0,14688912;0,14688912;MED;V;;Enkel bilveg;0;;;POINT(333545.108 7095025.556);;;ukj;100;0;;;-1
1015245594;46;2;1;;28.08.2024;;2025-06-17T08:36:06Z;Bolig;;;;;;;202440622-3;20.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568;Varig tillatelse;22.08.2024;22.08.2027;;;Skal saneres. ;Privat;Privat;POINT(333571.426 7095095.241);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV759 S3D1 m2856;F;V;759;3;1;2856;2856;578164;0,15531506;0,15531506;MED;V;;Enkel bilveg;0;;;POINT(333571.426 7095095.241);;;ukj;100;0;;;-1
1015534110;46;2;1;;29.05.2024;;2025-06-17T08:36:06Z;Gardsbruk;;;;;;;202428974-2;09.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854;Varig tillatelse;24.05.2024;24.05.2027;;;Denne avkjørselen skal stenges, da vi har gitt tillatelse til å flytte avkjørselen litt nord-øst. ;Privat;Privat;POINT(339650.298 7103427.93);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV762 S3D1 m4155;F;V;762;3;1;4155,167;4155,167;578170;0,59188129;0,59188129;MED;H;;Enkel bilveg;0;;;POINT(339650.298 7103427.93);;;ukj;100;0;;;-1
1015534112;46;2;1;;29.05.2024;;2025-06-17T08:36:06Z;Gardsbruk;;;;;;;202428974-2;09.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854;Varig tillatelse;24.05.2024;24.05.2027;;;Flytting av avkjørsel, eksisterende skal stenges. ;Privat;Privat;POINT(339692.01 7103479.286);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV762 S3D1 m4221;F;V;762;3;1;4221,167;4221,167;578170;0,60287045;0,60287045;MED;H;;Enkel bilveg;0;;;POINT(339692.01 7103479.286);;;ukj;100;0;;;-1
1019308059;46;1;1;;25.06.2024;;2025-06-17T08:37:44Z;Bolig;;;;;;;202429833-2;22.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573713;Varig tillatelse;21.06.2024;21.06.2027;;;;Privat;Privat;POINT(331338.012 7104918.462);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV6970 S1D1 m1115;F;V;6970;1;1;1114,69;1114,69;578400;0,43979587;0,43979587;MED;H;;Enkel bilveg;0;;;POINT(331338.012 7104918.462);;;ukj;100;0;;;-1
1022497014;46;1;1;;28.04.2025;;2025-06-17T08:28:57Z;Skog/skogbruk;;;;;;;202513686-2;14.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611595;Varig tillatelse;18.03.2025;18.03.2028;;;;Privat;Privat;POINT(304972.252 7105162.183);Steinkjer;5006;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5003 Fosen sør 2026-2031 vegnett fra 1.9.2027;FV6330 S6D1 m3035;F;V;6330;6;1;3034,999;3034,999;578365;0,92141692;0,92141692;MOT;H;;Enkel bilveg;0;;;POINT(304972.252 7105162.183);;28.04.2025;ukj;100;0;;;-1
1015534426;46;2;1;;28.04.2025;;2025-06-17T08:36:06Z;Bolig;;;;;;;202510793-2;20.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608687;Utvidet bruk;10.03.2025;10.03.2028;;;;Privat;Privat;POINT(334397.636 7107161.933);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV763 S1D1 m7609;F;V;763;1;1;7608,941;7608,941;578177;0,7757374;0,7757374;MED;H;;Enkel bilveg;0;;;POINT(334397.636 7107161.933);;;ukj;100;0;;;-1
1014874163;46;3;1;;13.08.2024;;2025-06-17T08:38:03Z;Gardsbruk;;;;;;;202435437-2;17.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579352;Utvidet bruk;18.07.2024;18.07.2027;;;;Privat;Privat;POINT(319788.269 7107956.412);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV6982 S2D1 m1859;F;V;6982;2;1;1859;1859;578407;0,24684312;0,24684312;MED;V;;Enkel bilveg;0;;;POINT(319788.269 7107956.412);;;ukj;100;99;;;-1
1019733620;46;1;1;;28.08.2024;;2025-06-17T08:38:03Z;Bolig;;;;;;;202441735-2 ;18.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585681;Avslag;21.08.2024;21.08.2027;;;;;;POINT(336210.636 7110538.584);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV6980 S1D1 m192;F;V;6980;1;1;192;192;578406;0,02132026;0,02132026;MED;H;;Enkel bilveg;0;;;POINT(336210.636 7110538.584);;;ukj;100;0;;;-1
1016026764;46;2;1;;05.04.2024;;2025-06-17T08:36:29Z;Gardsbruk;;;;;;;202422379-2;13.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566179;Utvidet bruk;05.04.2024;05.04.2027;;;;Privat;Privat;POINT(331826.711 7118164.849);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV6996 S1D1 m9039;F;V;6996;1;1;9039,35;9039,35;578417;0,92814858;0,92814858;MED;V;;Enkel bilveg;0;;;POINT(331826.711 7118164.849);;;ukj;100;0;;;-1
1022499882;46;1;1;;29.04.2025;;2025-06-17T08:36:29Z;Skog/skogbruk;;;;;;;202513137-2;10.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611041;Varig tillatelse;04.04.2025;04.04.2028;;;;Privat;Privat;POINT(337986.377 7119451.942);Steinkjer;5006;Trøndelag;50;;5008 Steinkjer 2021-2026,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028,5008 Steinkjer 2026-2031;FV6994 S1D1 m6643;F;V;6994;1;1;6643;6643;578414;0,71953702;0,71953702;MED;V;;Enkel bilveg;0;;;POINT(337986.377 7119451.942);;29.04.2025;ukj;100;0;;;-1
1024620046;46;1;1;;29.07.2025;;2025-07-29T11:31:27Z;Skog/skogbruk;;;;;;;202525997;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624007#;Varig tillatelse;08.07.2025;08.07.2028;;;;Privat;Privat;POINT(332171.417 7142368.89);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV7062 S1D1 m5801;F;V;7062;1;1;5800,649;5800,649;578477;0,61485938;0,61485938;MED;H;;Enkel bilveg;0;;;POINT(332171.417 7142368.89);;29.07.2025;ukj;100;0;;;-1
1024620849;46;1;1;;29.07.2025;;2025-07-29T12:52:07Z;Skog/skogbruk;;;;;;;202524395;09.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622391#;Varig tillatelse;11.07.2025;11.07.2028;;;;Privat;Privat;POINT(310523.822 7150549.869);Namsos;5007;Trøndelag;50;;5011 Namsos 2022-2027,Skiltkontrakt Trøndelag FK 2020-2025,E5052 Trøndelag Nord 2025-2028;FV766 S3D1 m4710;F;V;766;3;1;4710;4710;578670;0,77465737;0,77465737;MED;H;;Enkel bilveg;0;;;POINT(310523.822 7150549.869);;29.07.2025;ukj;100;0;;;-1
